movie_facebook_likes,imdb_score,cast_total_facebook_likes,movie_title
0,5.9,26402,The Texas Chainsaw Massacre: The BeginningŒæ
0,5.4,824,The Young MessiahŒæ
1000,3.3,3058,The Master of DisguiseŒæ
27000,8.2,1322,Pan's LabyrinthŒæ
0,6.6,4561,The MessengersŒæ            
393,5.4,4194,See Spot RunŒæ
1000,6.4,3107,Baby BoyŒæ
0,4.8,5349,The RoommateŒæ
0,5.9,2543,Joe DirtŒæ
0,5.5,874,Double ImpactŒæ
17000,7.9,485,Hot FuzzŒæ
0,4.9,3485,The WomenŒæ
14000,7.2,19894,Vicky Cristina BarcelonaŒæ
0,6.6,2762,Arn: The Knight TemplarŒæ
18000,6.7,18786,Bad MomsŒæ
487,5.3,3451,Boys and GirlsŒæ
0,7.2,2572,White OleanderŒæ
6000,5.1,24805,Jennifer's BodyŒæ
492,5.6,11078,Drowning MonaŒæ
0,7.6,1653,Radio DaysŒæ
31000,3.1,15044,Left BehindŒæ
24000,7.2,22088,Remember MeŒæ
371,5.7,1882,How to DealŒæ
818,5.2,14677,My Stepmother Is an AlienŒæ
0,7.7,33865,PhiladelphiaŒæ
0,7,2389,The Thirteenth FloorŒæ
177,3.6,3835,The CookoutŒæ
392,4.9,1945,MeteorŒæ
573,6,1227,DuetsŒæ
762,6.6,12766,Hollywood EndingŒæ
0,6.8,2518,Detroit Rock CityŒæ
0,7.2,1852,HighlanderŒæ
0,7.2,1889,Things We Lost in the FireŒæ
0,2.8,3100,SteelŒæ
0,6.6,11019,The ImmigrantŒæ
356,6.7,2096,The White CountessŒæ
23000,7,5056,TranceŒæ
0,4.4,3935,Soul PlaneŒæ
3000,7.1,329,Welcome to the SticksŒæ
921,6.2,11091,GoodŒæ
23000,7.3,943,Enter the VoidŒæ
0,5.1,3086,VampsŒæ
115000,8.1,4453,Hachi: A Dog's TaleŒæ
0,6.7,5273,ZuluŒæ
0,6.6,2896,The HomesmanŒæ
939,4.5,3104,Juwanna MannŒæ
16000,8.1,537,LilyhammerŒæ            
824,6.6,699,AraratŒæ
282,6.5,3583,MadisonŒæ
191,5.9,4329,Slow BurnŒæ
0,6.6,303,WasabiŒæ
0,6.5,1120,SlitherŒæ
0,7.3,3464,Beverly Hills CopŒæ
20000,7.5,7521,Home AloneŒæ
3000,5.9,21499,3 Men and a BabyŒæ
0,7.4,14701,TootsieŒæ
19000,6.9,13069,Top GunŒæ
0,7.9,129,"Crouching Tiger, Hidden DragonŒæ"
22000,8.4,19078,American BeautyŒæ
64000,8,15732,The King's SpeechŒæ
0,6,2151,TwinsŒæ
0,7.3,2380,Scream: The TV SeriesŒæ            
1000,6.8,30978,The Yellow HandkerchiefŒæ
6000,7.8,2592,The Color PurpleŒæ
558,5.7,213,Tidal WaveŒæ
0,6.1,13390,Ben-HurŒæ
165000,8.1,20295,The Imitation GameŒæ
855,6.1,2419,Private BenjaminŒæ
0,7.5,2667,Coal Miner's DaughterŒæ
0,6.2,20154,Diary of a Wimpy KidŒæ
57000,6.2,1949,MamaŒæ
12000,7.9,4400,HalloweenŒæ
0,7.4,3617,National Lampoon's VacationŒæ
26000,6.6,1018,Bad GrandpaŒæ
0,7.3,486,The QueenŒæ
15000,7.5,1953,BeetlejuiceŒæ
1000,5.6,6510,Why Did I Get Married?Œæ
0,7.3,29370,Little WomenŒæ
29000,6.4,11946,The Woman in BlackŒæ
0,5,2452,When a Stranger CallsŒæ
896,5.4,3707,Big Fat LiarŒæ
11000,8.2,34025,The Deer HunterŒæ
12000,7.1,29252,Wag the DogŒæ
0,5.3,3423,The Lizzie McGuire MovieŒæ
12000,6.5,15800,SnitchŒæ
27000,6.2,4567,KrampusŒæ
0,6.4,12170,The FacultyŒæ
0,7.2,114,What's Love Got to Do with ItŒæ
2000,6.9,40117,Cop LandŒæ
0,5.7,15369,Not Another Teen MovieŒæ
38000,7.7,27788,End of WatchŒæ
11000,5.4,44037,AlohaŒæ
0,5.6,26652,The SkullsŒæ
90000,7.7,14100,The Theory of EverythingŒæ
0,5.1,4435,Malibu's Most WantedŒæ
0,6.8,22383,Where the Heart IsŒæ
11000,8.4,1076,Lawrence of ArabiaŒæ
3000,4.9,3226,Halloween IIŒæ
38000,7.1,4896,WildŒæ
0,6.6,3861,The Last House on the LeftŒæ
0,6.1,2666,The Wedding DateŒæ
0,4.1,5440,Halloween: ResurrectionŒæ
15000,5.8,18003,Clash of the TitansŒæ
33000,8.1,20060,The Princess BrideŒæ
0,7.6,22745,The Great DebatersŒæ
81000,7.8,34337,DriveŒæ
810,4.6,2167,Confessions of a Teenage Drama QueenŒæ
849,6,1450,The Object of My AffectionŒæ
0,7,11471,28 Weeks LaterŒæ
0,6.7,525,When the Game Stands TallŒæ
1000,6.4,3462,Because of Winn-DixieŒæ
0,7.2,5135,Love & BasketballŒæ
0,7.4,2044,Grosse Pointe BlankŒæ
0,4.8,16461,All About SteveŒæ
949,4,608,Book of Shadows: Blair Witch 2Œæ
6000,6.2,1812,The CraftŒæ
0,7.7,20391,Match PointŒæ
0,6.7,1002,Ramona and BeezusŒæ
0,7.9,12749,The Remains of the DayŒæ
0,7.9,3677,Boogie NightsŒæ
466,5.5,2210,Nowhere to RunŒæ
1000,6.2,3845,FlickaŒæ
0,5.1,2559,The Hills Have Eyes IIŒæ
243,4.1,2682,Urban Legends: Final CutŒæ
0,6.7,2661,Tuck EverlastingŒæ
0,4.7,1045,The MarineŒæ
0,6.4,2958,KeanuŒæ
0,6.3,4204,Country StrongŒæ
673,5.5,4660,Disturbing BehaviorŒæ
47000,7.3,34413,The Place Beyond the PinesŒæ
0,6.3,3033,The November ManŒæ
327,4.9,1069,Eye of the BeholderŒæ
16000,7.6,11114,The Hurt LockerŒæ
0,6,3444,FirestarterŒæ
20000,6.2,14025,Killing Them SoftlyŒæ
13000,6.8,22574,A Most Wanted ManŒæ
0,4.5,2689,Freddy Got FingeredŒæ
175,5.7,568,The Pirates Who Don't Do Anything: A VeggieTales MovieŒæ
116,8.4,646,U2 3DŒæ
356,4.6,2764,Highlander: EndgameŒæ
489,6.2,3633,IdlewildŒæ
49000,7,17627,One DayŒæ
10000,6.9,2633,Whip ItŒæ
566,6.1,15644,Knockaround GuysŒæ
622,6.7,1172,ConfidenceŒæ
251,5.6,15209,The MuseŒæ
1000,6.6,729,De-LovelyŒæ
877,6.4,12685,New York StoriesŒæ
436,2.8,1139,Barney's Great AdventureŒæ
29000,5.4,2377,The Man with the Iron FistsŒæ
247,5,2913,Home FriesŒæ
648,5.1,3142,Here on EarthŒæ
16000,8,29475,BrazilŒæ
1000,5.9,4676,Raise Your VoiceŒæ
576,7.5,981,The Dead ZoneŒæ            
35000,8.2,47728,The Big LebowskiŒæ
0,7,5012,Black Snake MoanŒæ
455,6.6,1873,Dark BlueŒæ
923,6.7,12178,A Mighty HeartŒæ
816,5.5,13524,Whatever It TakesŒæ
1000,4.9,3161,Boat TripŒæ
0,6.9,16502,The Importance of Being EarnestŒæ
515,7.4,2166,The Love LetterŒæ
647,5.6,10732,HootŒæ
32000,8,173,In BrugesŒæ
0,5.3,3322,PeeplesŒæ
0,6.2,33153,The RockerŒæ
0,5.3,25637,Post GradŒæ
10000,6.6,14544,Promised LandŒæ
10000,7.2,2717,Whatever WorksŒæ
157,4.6,2312,The In CrowdŒæ
0,7.5,1627,Three BurialsŒæ
0,6.5,51657,Jakob the LiarŒæ
0,7.6,23932,Kiss Kiss Bang BangŒæ
0,6.2,3654,Idle HandsŒæ
16000,8,8484,Mulholland DriveŒæ
0,5.5,1675,Blood and ChocolateŒæ
0,6.3,19310,You Will Meet a Tall Dark StrangerŒæ
33000,7.2,12867,Never Let Me GoŒæ
733,7.9,3809,The CompanyŒæ            
0,6.7,1252,TranssiberianŒæ
843,5.3,1351,The Clan of the Cave BearŒæ
391,6.3,4834,Crazy in AlabamaŒæ
0,6.5,6748,Funny GamesŒæ
708,5.6,527,ListeningŒæ
284,7,5426,Felicia's JourneyŒæ
12000,8.3,203,MetropolisŒæ
0,7.2,962,District B13Œæ
0,6.8,14889,Things to Do in Denver When You're DeadŒæ
0,6.4,1172,The AssassinŒæ
664,6.9,3578,Buffalo SoldiersŒæ
0,8,48,The ReturnŒæ
0,6.2,134,Ong-bak 2Œæ
0,6.4,15293,CenturionŒæ
154,5.6,1432,Silent TriggerŒæ
0,6.1,18639,The Midnight Meat TrainŒæ
705,6,801,Winnie MandelaŒæ
0,5.1,32814,The Son of No OneŒæ
193,4.5,1732,All the Queen's MenŒæ
445,5.9,1245,The Good NightŒæ
0,6,2528,Bathory: Countess of BloodŒæ
0,5.8,29488,KhumbaŒæ
13000,6.1,2829,AutomataŒæ
473,4.9,363,Dungeons & Dragons: Wrath of the Dragon GodŒæ
18,5.7,192,Chiamatemi Francesco - Il Papa della genteŒæ
821,7.1,996,Shinjuku IncidentŒæ
277,6.6,1585,PandaemoniumŒæ
38000,8.1,15500,Groundhog DayŒæ
41000,5.7,38963,Magic Mike XXLŒæ
10000,6.8,33791,Romeo + JulietŒæ
0,7.5,2140,Sarah's KeyŒæ
998,6.2,994,FreedomŒæ
10000,8.3,28544,UnforgivenŒæ
1000,7.4,4211,ManderlayŒæ
13000,8,820,Slumdog MillionaireŒæ
3000,6.9,1639,Fatal AttractionŒæ
11000,6.9,11135,Pretty WomanŒæ
0,9.5,1125,Towering InfernoŒæ            
489,5.5,717,Crocodile Dundee IIŒæ
0,5.7,2055,Broken HorsesŒæ
4000,7.2,12098,Born on the Fourth of JulyŒæ
0,6.9,2496,Cool RunningsŒæ
0,5.5,14159,My Bloody ValentineŒæ
17000,5.9,2348,The PossessionŒæ
0,7.7,15192,First BloodŒæ
0,5.2,3544,Stomp the YardŒæ
0,7.1,1326,The Spy Who Loved MeŒæ
373,6.6,552,Ghost HuntersŒæ            
0,5.5,3500,Urban LegendŒæ
0,7.7,35501,Dangerous LiaisonsŒæ
0,5.4,2226,Good DeedsŒæ
0,6.7,552,White FangŒæ
2000,5,10792,SuperstarŒæ
18000,6.4,12894,The Iron LadyŒæ
184,6.6,49,Jonah: A VeggieTales MovieŒæ
0,5.9,1620,Poetic JusticeŒæ
530,5.7,1421,All About the BenjaminsŒæ
1000,4.5,2348,Vampire in BrooklynŒæ
889,3.7,2704,Exorcist II: The HereticŒæ
0,5,1608,An American HauntingŒæ
411,4.6,3007,My Boss's DaughterŒæ
4000,6.5,41359,A Perfect GetawayŒæ
1000,4.9,3299,Our Family WeddingŒæ
645,6,6861,Dead Man on CampusŒæ
970,6.9,1148,Tea with MussoliniŒæ
0,5.7,2777,ThinnerŒæ
932,6.7,23378,"New York, New YorkŒæ"
905,6.9,3267,CrooklynŒæ
488,5.5,13446,I Think I Love My WifeŒæ
0,4.4,3050,Jason XŒæ
896,5.4,3707,Big Fat LiarŒæ
0,7,13528,BobbyŒæ
613,5.4,2165,Head Over HeelsŒæ
0,5.4,3715,Fun SizeŒæ
13000,8,1372,The Diving Bell and the ButterflyŒæ
5000,7.6,15337,Little ChildrenŒæ
853,5.9,12776,GossipŒæ
860,6.6,10368,A Walk on the MoonŒæ
447,6.7,678,Catch a FireŒæ
231,3.9,417,Soul SurvivorsŒæ
127,5.7,446,Jefferson in ParisŒæ
2000,6.7,16431,Easy VirtueŒæ
76,6.5,17250,CaravansŒæ
0,6.8,390,Mr. TurnerŒæ
512,6.3,799,Wild GrassŒæ
0,7.3,1429,Amen.Œæ
1000,6.9,243,Reign of AssassinsŒæ
702,7,2243,The Lucky OnesŒæ
0,6.5,14638,MargaretŒæ
934,3.6,2207,Stan HelsingŒæ
14000,7.7,4377,FlippedŒæ
13000,7.7,39789,Brokeback MountainŒæ
62000,5.9,2690,Teenage Mutant Ninja TurtlesŒæ
0,6.8,1724,CluelessŒæ
0,7.4,2447,Far from HeavenŒæ
0,5.1,4702,Hot Tub Time Machine 2Œæ
0,9.1,25,DekalogŒæ            
0,7.4,14726,QuillsŒæ
52000,7.2,4757,Seven PsychopathsŒæ
329,6,1767,The Caveman's ValentineŒæ
64,7.4,74,The BorderŒæ            
14000,8.3,2334,DownfallŒæ
0,8.1,529,The Sea InsideŒæ
29000,6.3,19086,Under the SkinŒæ
0,7.3,50141,"Good Morning, VietnamŒæ"
502,3.6,2895,The Last GodfatherŒæ
62000,1.6,714,Justin Bieber: Never Say NeverŒæ
106000,8,38072,Black SwanŒæ
60000,6.2,14160,RoboCopŒæ
14000,9,39960,The Godfather: Part IIŒæ
0,6.1,1307,Save the Last DanceŒæ
0,5.7,450,A Nightmare on Elm Street 4: The Dream MasterŒæ
16000,6.8,7833,Miracles from HeavenŒæ
0,5.5,6454,"Dude, Where's My Car?Œæ"
0,6.8,1747,Young GunsŒæ
33000,7.3,20330,St. VincentŒæ
0,6.1,2800,About Last NightŒæ
10000,7.2,37907,10 Things I Hate About YouŒæ
1000,5.9,12687,The New GuyŒæ
0,6.1,12322,Loaded Weapon 1Œæ
0,6.8,971,The ShallowsŒæ
15000,7.7,12755,The Butterfly EffectŒæ
0,4.9,2241,Snow DayŒæ
0,6.1,6554,This ChristmasŒæ
0,2.5,2936,Baby GeniusesŒæ
934,6.1,3353,The Big HitŒæ
833,5.9,2486,Harriet the SpyŒæ
0,5.7,2646,Child's Play 2Œæ
0,5.6,2297,No Good DeedŒæ
20000,7.2,5371,The MistŒæ
109000,7.7,430,Ex MachinaŒæ
0,7.8,1171,Being John MalkovichŒæ
593,6.1,2815,Two Can Play That GameŒæ
0,5.8,1921,Earth to EchoŒæ
0,6.5,6214,Crazy/BeautifulŒæ
5000,7.9,751,Letters from Iwo JimaŒæ
862,6.3,27806,The Astronaut FarmerŒæ
204,3.8,3352,WooŒæ
72000,8.3,2499,RoomŒæ
679,6.4,1805,Dirty WorkŒæ
3000,6.7,3092,Serial MomŒæ
0,6.1,31005,DickŒæ
22,8.1,998,Del 1 - Mí_n som hatar kvinnorŒæ            
251,6,6485,Light It UpŒæ
0,5.8,6910,54Œæ
0,5.6,18864,Bubble BoyŒæ
618,6.1,1775,Birthday GirlŒæ
11000,5.9,2730,21 & OverŒæ
0,7.3,13208,"Paris, je t'aimeŒæ"
689,6.8,2417,Resurrecting the ChampŒæ
5000,5.7,3004,AdmissionŒæ
186,7.3,2389,The Widow of Saint-PierreŒæ
0,6.3,14372,ChloeŒæ
69,5.9,1679,FaithfulŒæ
10000,7.1,39473,BrothersŒæ
0,7.1,37606,Find Me GuiltyŒæ
131000,8,13631,The Perks of Being a WallflowerŒæ
107,5.1,1139,Excessive ForceŒæ
0,7.1,3474,InfamousŒæ
141,6.5,17104,The ClaimŒæ
0,4.5,7875,The Vatican TapesŒæ
18000,6.6,2011,Attack the BlockŒæ
0,4.3,796,In the Land of Blood and HoneyŒæ
23000,6.7,2812,The CallŒæ
139,6.8,14133,Operation ChromiteŒæ
332,5.4,1483,The Crocodile Hunter: Collision CourseŒæ
11000,6.6,931,I Love You Phillip MorrisŒæ
0,7.4,931,Quest for FireŒæ
0,7.3,20456,Antwone FisherŒæ
0,6.9,14347,The Emperor's ClubŒæ
15000,8,23602,True RomanceŒæ
0,6.4,9244,WombŒæ
0,7.8,32288,Glengarry Glen RossŒæ
0,6.1,1813,The Killer Inside MeŒæ
0,6.1,3700,Cat PeopleŒæ
0,5.1,3142,Sorority RowŒæ
337,7.8,1166,The Prisoner of ZendaŒæ
19000,7.4,34351,Lars and the Real GirlŒæ
38000,7.8,156,The Boy in the Striped PajamasŒæ
0,8,2894,Dancer in the DarkŒæ
329,6.7,2004,Oscar and LucindaŒæ
344,6.6,3337,The FuneralŒæ
0,6.4,2661,Solitary ManŒæ
44000,6.7,26233,MacheteŒæ
0,6.2,18739,Casino JackŒæ
5000,7.3,1833,The Land Before TimeŒæ
0,8.1,1730,Tae Guk Gi: The Brotherhood of WarŒæ
0,7,4270,The Perfect GameŒæ
18000,8,2466,The ExorcistŒæ
21000,8,2047,JawsŒæ
0,7,8134,American PieŒæ
0,7.9,6829,Ernest & CelestineŒæ
0,5.9,1044,The Golden ChildŒæ
0,6.6,5165,Think Like a ManŒæ
770,6.3,2754,BarbershopŒæ
0,7.7,16539,Star Trek II: The Wrath of KhanŒæ
0,6.9,2462,Ace Ventura: Pet DetectiveŒæ
0,7.1,4537,WarGamesŒæ
0,7.4,22479,WitnessŒæ
15000,6.5,146,Act of ValorŒæ
0,6.5,21380,Step UpŒæ
0,6.8,17035,Beavis and Butt-Head Do AmericaŒæ
0,7.5,25522,Jackie BrownŒæ
0,6.6,4065,Harold & Kumar Escape from Guantanamo BayŒæ
32000,7.1,2054,ChronicleŒæ
0,6.6,914,YentlŒæ
0,7,2730,Time BanditsŒæ
0,3.3,1531,CrossroadsŒæ
29000,6.7,2043,Project XŒæ
0,8,1306,PattonŒæ
0,6.8,52138,One Hour PhotoŒæ
0,6,140268,QuarantineŒæ
0,5.4,18765,The EyeŒæ
243,4.3,5006,Johnson Family VacationŒæ
0,6.2,6105,How HighŒæ
0,7.7,534,The Muppet Christmas CarolŒæ
0,8,9125,Casino RoyaleŒæ
0,7.4,7072,FridaŒæ
0,5.9,52,Katy Perry: Part of MeŒæ
93000,7.8,10565,The Fault in Our StarsŒæ
0,7.4,14890,RoundersŒæ
0,6.5,5592,Top FiveŒæ
902,5.4,729,ProphecyŒæ
0,7,1254,Stir of EchoesŒæ
31000,8.6,6091,Spartacus: War of the DamnedŒæ            
37000,7.6,2376,PhilomenaŒæ
549,6.9,2944,The Upside of AngerŒæ
0,7,4659,The Boys from BrazilŒæ
0,5.3,3963,AquamarineŒæ
0,6.4,2753,Paper TownsŒæ
151,4.5,3646,My Baby's DaddyŒæ
28000,7.8,3798,NebraskaŒæ
0,6.7,3931,Tales from the Crypt: Demon KnightŒæ
371,5.3,4551,Max Keeble's Big MoveŒæ
0,6.3,10575,Young AdultŒæ
0,7,28767,CrankŒæ
439,5.3,2939,How to Be a PlayerŒæ
242,6.6,3250,Living Out LoudŒæ
0,5.8,3906,Just WrightŒæ
0,6.7,12274,Rachel Getting MarriedŒæ
1000,6.6,1456,The Postman Always Rings TwiceŒæ
0,7,34700,Girl with a Pearl EarringŒæ
11000,8.4,469,Das BootŒæ
701,6,5780,The AlamoŒæ
507,5.4,2393,Sorority BoysŒæ
105000,7.8,1595,About TimeŒæ
0,7.6,1244,House of Flying DaggersŒæ
0,6.6,2440,ArbitrageŒæ
0,6.4,1819,Project AlmanacŒæ
0,7,1141,Cadillac RecordsŒæ
262,5.7,3848,ScrewedŒæ
1000,5.9,4755,FortressŒæ
650,6.3,3535,For Your ConsiderationŒæ
652,6.3,943,CelebrityŒæ
0,6.2,1291,Running with ScissorsŒæ
0,2.1,1445,From Justin to KellyŒæ
251,5,4497,Girl 6Œæ
656,5.3,1171,In the CutŒæ
0,7.1,1540,Two LoversŒæ
305,7,7166,Last OrdersŒæ
7000,7,1173,The HostŒæ
135,5.7,4277,The Pursuit of D.B. CooperŒæ
0,7.1,2543,RavenousŒæ
0,7,22577,Charlie BartlettŒæ
29000,7.7,456,The Great BeautyŒæ
677,7.1,1292,The Dangerous Lives of Altar BoysŒæ
27000,6.8,5074,StokerŒæ
0,7.5,2378,2046Œæ
314,6.3,141,Married LifeŒæ
0,7.3,1579,DumaŒæ
0,6.8,1554,OndineŒæ
0,7.2,2126,BrotherŒæ
423,6.4,1373,Welcome to CollinwoodŒæ
88,6,3099,Critical CareŒæ
1000,6.4,2073,The Life Before Her EyesŒæ
0,5.1,3878,Darling CompanionŒæ
0,7.5,1952,TradeŒæ
607,7.1,11,FatelessŒæ
458,4.6,17417,Breakfast of ChampionsŒæ
784,5.7,18,"A Woman, a Gun and a Noodle ShopŒæ"
0,6.8,1501,CypherŒæ
0,7.7,91,City of Life and DeathŒæ
26000,6.7,17883,HomeŒæ
211,3.2,1854,Legend of Kung Fu RabbitŒæ
0,6.1,164,Space Battleship YamatoŒæ
0,5.6,708,5 Days of WarŒæ
13000,6.9,433,TriangleŒæ
26000,7.5,2059,10 Days in a MadhouseŒæ
23000,5.8,663,Heaven Is for RealŒæ
27000,8.3,39175,SnatchŒæ
634,2.8,895,Dancin' It's OnŒæ
0,6.6,2987,Pet SemataryŒæ
355,7.5,30,MadadayoŒæ
443,6,1780,The Cry of the OwlŒæ
4,6.2,244,A Tale of Three CitiesŒæ
14000,7.2,2053,GremlinsŒæ
33000,8.7,13485,Star Wars: Episode IV - A New HopeŒæ
11000,6,24063,Dirty GrandpaŒæ
7000,8,1966,Doctor ZhivagoŒæ
0,7.2,679,TrashŒæ
0,4.5,3507,High School Musical 3: Senior YearŒæ
36000,7.9,23811,The FighterŒæ
641,7.1,1853,Jackass Number TwoŒæ
7000,7.5,3280,My Cousin VinnyŒæ
15000,6.8,20466,If I StayŒæ
774,4.3,179,Drive HardŒæ
0,7.2,3435,Major LeagueŒæ
0,5.8,3135,St. Trinian'sŒæ
0,7.1,2562,Phone BoothŒæ
19000,7.4,2436,A Walk to RememberŒæ
0,7.6,903,Dead Man WalkingŒæ
0,6.9,6223,Cruel IntentionsŒæ
0,6,3101,Saw VIŒæ
0,6.9,3931,History of the World: Part IŒæ
0,7.3,3376,The Secret Life of BeesŒæ
365,4.6,3850,Corky RomanoŒæ
541,6,1852,Raising CainŒæ
745,6.4,14735,F.I.S.T.Œæ
902,5.5,1661,Invaders from MarsŒæ
36000,7.5,995,BrooklynŒæ
0,8.1,1104,Barry LyndonŒæ
0,6.3,4291,Out ColdŒæ
671,5.1,10982,The Ladies ManŒæ
13000,6.8,1114,QuartetŒæ
449,5.3,2729,TomcatsŒæ
5000,7.3,12237,FrailtyŒæ
34000,7.3,17866,Woman in GoldŒæ
0,7.1,17490,KinseyŒæ
10000,7.6,3913,Army of DarknessŒæ
405,5.3,2415,SlackersŒæ
14000,7.8,69746,What's Eating Gilbert GrapeŒæ
0,7.7,1281,The Visual Bible: The Gospel of JohnŒæ
0,7.7,3133,Vera DrakeŒæ
550,5.4,1559,The GuruŒæ
174,6.2,3072,The Perez FamilyŒæ
26000,7.4,4082,Inside Llewyn DavisŒæ
0,6.2,3300,OŒæ
967,5.1,14281,Return to the Blue LagoonŒæ
608,6.9,800,The Molly MaguiresŒæ
0,6.3,28004,Romance & CigarettesŒæ
0,6.8,150,Copying BeethovenŒæ
11000,7.4,3876,PoltergeistŒæ
0,5.7,3117,Brighton RockŒæ
0,5.8,5286,Saw VŒæ
85,6.2,1827,Machine Gun McCainŒæ
18000,4.3,248,LOLŒæ
302,6.4,378,JindabyneŒæ
659,6,10822,Kabhi Alvida Naa KehnaŒæ
646,6.9,2640,An Ideal HusbandŒæ
0,5.5,2271,The Last Days on MarsŒæ
1000,5.4,1228,DarknessŒæ
24000,8.3,727,2001: A Space OdysseyŒæ
34000,7.9,2811,E.T. the Extra-TerrestrialŒæ
1000,6.5,20312,In the Land of WomenŒæ
392,6.3,1554,The Blue ButterflyŒæ
119,6.4,2272,There Goes My BabyŒæ
0,7.9,592,LovesickŒæ            
250,5.3,1121,HousefullŒæ
411,5.8,1526,September DawnŒæ
0,6.6,1807,For Greater Glory: The True Story of CristiadaŒæ
0,7.4,175,La Famille Bí©lierŒæ
31000,8.3,63710,Good Will HuntingŒæ
0,5.3,27660,MisconductŒæ
0,6.2,3189,Saw IIIŒæ
0,6.9,27378,StripesŒæ
0,5.9,5270,Bring It OnŒæ
0,6.1,2480,The Purge: Election YearŒæ
0,5.8,28734,She's All ThatŒæ
12000,7.3,3276,PreciousŒæ
0,5.9,3492,Saw IVŒæ
0,5.5,2013,White NoiseŒæ
676,5,5264,Madea's Family ReunionŒæ
0,7,11895,The Color of MoneyŒæ
0,7.8,1554,The Longest DayŒæ
0,6.4,3362,The Mighty DucksŒæ
4000,5.9,7461,The GrudgeŒæ
0,7,13162,Happy GilmoreŒæ
0,6.1,1982,Jeepers CreepersŒæ
0,6.9,20795,Bill & Ted's Excellent AdventureŒæ
0,7.5,1593,Oliver!Œæ
48000,7.3,1898,The Best Exotic Marigold HotelŒæ
227,6.5,2197,Recess: School's OutŒæ
0,6.2,1529,Mad Max Beyond ThunderdomeŒæ
0,6.7,3192,CommandoŒæ
20000,6,4687,The BoyŒæ
16000,6.3,5628,DevilŒæ
981,5.8,3712,Friday After NextŒæ
29000,6.1,2426,Insidious: Chapter 3Œæ
0,6.9,3394,The Last DragonŒæ
27000,8.3,39175,SnatchŒæ
0,5.4,1109,The Lawnmower ManŒæ
0,6.7,2807,Nick and Norah's Infinite PlaylistŒæ
10000,7.4,16693,DogmaŒæ
744,5.6,1917,The Banger SistersŒæ
0,6.5,1954,Twilight Zone: The MovieŒæ
0,6.5,2484,Road HouseŒæ
368,5.8,3190,A Low Down Dirty ShameŒæ
720,5,3819,SwimfanŒæ
0,5.5,4441,Employee of the MonthŒæ
0,6.5,4259,Can't Hardly WaitŒæ
10000,7.2,12097,The OutsidersŒæ
21000,7.3,3691,Pete's DragonŒæ
0,7.2,2013,The Dead ZoneŒæ
13000,5.2,2403,Sinister 2Œæ
0,5.7,5804,SparkleŒæ
0,4.7,2402,ValentineŒæ
15000,5.9,15251,The Fourth KindŒæ
683,6.8,12946,A Prairie Home CompanionŒæ
331,5.9,2149,Sugar HillŒæ
0,5.3,857,Invasion U.S.A.Œæ
997,6,7552,Roll BounceŒæ
5000,7.7,15716,RushmoreŒæ
13000,4.4,3679,SkylineŒæ
21000,6.6,583,The Second Best Exotic Marigold HotelŒæ
851,6.7,3317,Kit Kittredge: An American GirlŒæ
767,5.5,4789,The Perfect ManŒæ
720,6.5,19065,Mo' Better BluesŒæ
0,6.2,361,Kung Pow: Enter the FistŒæ
11000,7.1,3119,TremorsŒæ
0,6.1,3416,Wrong TurnŒæ
680,7.1,6296,The Long RidersŒæ
328,6,571,The CorruptorŒæ
27000,7.4,13960,MudŒæ
441,5.9,2737,Reno 911!: MiamiŒæ
0,4.1,2787,One Direction: This Is UsŒæ
0,5.8,3973,"The Goods: Live Hard, Sell HardŒæ"
227,5.9,3752,Hey Arnold! The MovieŒæ
17000,7,17204,My Week with MarilynŒæ
808,6.8,4053,The MatadorŒæ
1000,7.4,3871,Love JonesŒæ
15000,7.1,3215,The GiftŒæ
1000,7,1058,End of the SpearŒæ
0,5.8,22485,Get Over ItŒæ
16000,7.8,3462,Office SpaceŒæ
0,6.5,6388,Drop Dead GorgeousŒæ
20000,7,12418,Big EyesŒæ
0,6.3,6046,Very Bad ThingsŒæ
0,5.3,13626,SleepoverŒæ
0,6.8,1856,Body DoubleŒæ
0,5.5,2618,MacGruberŒæ
0,7.4,1334,Dirty Pretty ThingsŒæ
25000,4.3,41059,Movie 43Œæ
25000,6,55175,The TouristŒæ
518,5.2,3651,Over Her Dead BodyŒæ
25000,6.7,7747,Seeking a Friend for the End of the WorldŒæ
0,6.3,4769,Cedar RapidsŒæ
0,7.9,2198,BonesŒæ            
35000,8.6,3858,American History XŒæ
14000,6.1,3818,The CollectionŒæ
49,5.8,5139,Teacher's PetŒæ
0,7.7,29,The Red ViolinŒæ
0,8,1351,The Straight StoryŒæ
398,5.6,26961,Deuces WildŒæ
0,6.7,2061,Bad WordsŒæ
0,6.6,1022,"Run, Fatboy, RunŒæ"
425,4.2,2791,HeartbeepsŒæ
0,6.6,3745,Black or WhiteŒæ
0,4.1,2446,On the LineŒæ
0,7.3,24270,Rescue DawnŒæ
0,7.1,18712,Danny CollinsŒæ
0,6.5,3374,"Jeff, Who Lives at HomeŒæ"
0,7,474,I Am LoveŒæ
0,5.5,5262,Atlas Shrugged II: The StrikeŒæ
561,6.6,13160,Romeo Is BleedingŒæ
944,7.1,1335,The LimeyŒæ
18000,7.9,5732,CrashŒæ
345,7.1,2735,The House of MirthŒæ
208,5.6,1891,MaloneŒæ
0,7.3,2673,Peaceful WarriorŒæ
