budget,imdb_score,duration,movie_title
15000000,2.8,76,Barney's Great Adventureξ
15000000,5.4,107,The Man with the Iron Fistsξ
15000000,5,91,Home Friesξ
15000000,5.1,96,Here on Earthξ
15000000,8,142,Brazilξ
15000000,5.9,103,Raise Your Voiceξ
,7.5,60,The Dead Zoneξ            
15000000,8.2,117,The Big Lebowskiξ
15000000,7,116,Black Snake Moanξ
15000000,6.6,118,Dark Blueξ
16000000,6.7,108,A Mighty Heartξ
15000000,5.5,94,Whatever It Takesξ
20000000,4.9,97,Boat Tripξ
15000000,6.9,97,The Importance of Being Earnestξ
,7.4,99,The Love Letterξ
15000000,5.6,91,Hootξ
15000000,8,107,In Brugesξ
15000000,5.3,95,Peeplesξ
15000000,6.2,102,The Rockerξ
15000000,5.3,88,Post Gradξ
15000000,6.6,106,Promised Landξ
15000000,7.2,92,Whatever Worksξ
15000000,4.6,105,The In Crowdξ
15000000,7.5,107,Three Burialsξ
15000000,6.5,120,Jakob the Liarξ
15000000,7.6,103,Kiss Kiss Bang Bangξ
20000000,6.2,92,Idle Handsξ
15000000,8,147,Mulholland Driveξ
,5.5,98,Blood and Chocolateξ
22000000,6.3,98,You Will Meet a Tall Dark Strangerξ
15000000,7.2,103,Never Let Me Goξ
,7.9,286,The Companyξ            
15000000,6.7,111,Transsiberianξ
15000000,5.3,98,The Clan of the Cave Bearξ
15000000,6.3,111,Crazy in Alabamaξ
15000000,6.5,111,Funny Gamesξ
,5.6,100,Listeningξ
,7,116,Felicia's Journeyξ
6000000,8.3,145,Metropolisξ
12000000,7.2,84,District B13ξ
7000000,6.8,115,Things to Do in Denver When You're Deadξ
15000000,6.4,105,The Assassinξ
15000000,6.9,98,Buffalo Soldiersξ
,8,99,The Returnξ
300000000,6.2,110,Ong-bak 2ξ
,6.4,97,Centurionξ
9000000,5.6,88,Silent Triggerξ
15000000,6.1,103,The Midnight Meat Trainξ
15000000,6,104,Winnie Mandelaξ
15000000,5.1,90,The Son of No Oneξ
25000000,4.5,105,All the Queen's Menξ
15000000,5.9,93,The Good Nightξ
,6,141,Bathory: Countess of Bloodξ
20000000,5.8,85,Khumbaξ
7000000,6.1,109,Automataξ
15000000,4.9,105,Dungeons & Dragons: Wrath of the Dragon Godξ
15000000,5.7,98,Chiamatemi Francesco - Il Papa della genteξ
15000000,7.1,119,Shinjuku Incidentξ
15000000,6.6,124,Pandaemoniumξ
14600000,8.1,101,Groundhog Dayξ
14800000,5.7,115,Magic Mike XXLξ
14500000,6.8,120,Romeo + Julietξ
10000000,7.5,111,Sarah's Keyξ
14500000,6.2,94,Freedomξ
14400000,8.3,131,Unforgivenξ
14200000,7.4,139,Manderlayξ
15000000,8,120,Slumdog Millionaireξ
14000000,6.9,119,Fatal Attractionξ
14000000,6.9,125,Pretty Womanξ
,9.5,65,Towering Infernoξ            
15800000,5.5,108,Crocodile Dundee IIξ
15000000,5.7,101,Broken Horsesξ
14000000,7.2,145,Born on the Fourth of Julyξ
15000000,6.9,98,Cool Runningsξ
15000000,5.5,101,My Bloody Valentineξ
14000000,5.9,92,The Possessionξ
14000000,7.7,93,First Bloodξ
14000000,5.2,109,Stomp the Yardξ
14000000,7.1,123,The Spy Who Loved Meξ
,6.6,60,Ghost Huntersξ            
14000000,5.5,99,Urban Legendξ
14000000,7.7,119,Dangerous Liaisonsξ
,5.4,110,Good Deedsξ
14000000,6.7,107,White Fangξ
14000000,5,81,Superstarξ
13000000,6.4,105,The Iron Ladyξ
14000000,6.6,82,Jonah: A VeggieTales Movieξ
14000000,5.9,109,Poetic Justiceξ
14000000,5.7,95,All About the Benjaminsξ
20000000,4.5,100,Vampire in Brooklynξ
14000000,3.7,118,Exorcist II: The Hereticξ
14000000,5,91,An American Hauntingξ
14000000,4.6,90,My Boss's Daughterξ
14000000,6.5,108,A Perfect Getawayξ
14000000,4.9,103,Our Family Weddingξ
14000000,6,96,Dead Man on Campusξ
12000000,6.9,117,Tea with Mussoliniξ
8500000,5.7,93,Thinnerξ
14000000,6.7,136,"New York, New Yorkξ"
14000000,6.9,115,Crooklynξ
,5.5,94,I Think I Love My Wifeξ
11000000,4.4,85,Jason Xξ
15000000,5.4,88,Big Fat Liarξ
14000000,7,112,Bobbyξ
14000000,5.4,86,Head Over Heelsξ
14000000,5.4,86,Fun Sizeξ
,8,112,The Diving Bell and the Butterflyξ
26000000,7.6,137,Little Childrenξ
24000000,5.9,90,Gossipξ
14000000,6.6,107,A Walk on the Moonξ
14000000,6.7,98,Catch a Fireξ
14000000,3.9,84,Soul Survivorsξ
14000000,5.7,139,Jefferson in Parisξ
,6.7,97,Easy Virtueξ
14000000,6.5,127,Caravansξ
8200000,6.8,150,Mr. Turnerξ
,6.3,104,Wild Grassξ
103000000,7.3,132,Amen.ξ
12000000,6.9,117,Reign of Assassinsξ
15000000,7,115,The Lucky Onesξ
14000000,6.5,186,Margaretξ
,3.6,90,Stan Helsingξ
14000000,7.7,90,Flippedξ
14000000,7.7,134,Brokeback Mountainξ
125000000,5.9,101,Teenage Mutant Ninja Turtlesξ
12000000,6.8,97,Cluelessξ
13500000,7.4,107,Far from Heavenξ
14000000,5.1,99,Hot Tub Time Machine 2ξ
,9.1,55,Dekalogξ            
13500000,7.4,124,Quillsξ
15000000,7.2,110,Seven Psychopathsξ
,6,105,The Caveman's Valentineξ
,7.4,41,The Borderξ            
13500000,8.3,178,Downfallξ
10000000,8.1,125,The Sea Insideξ
,6.3,108,Under the Skinξ
13000000,7.3,121,"Good Morning, Vietnamξ"
13400000,3.6,100,The Last Godfatherξ
13000000,1.6,115,Justin Bieber: Never Say Neverξ
13000000,8,108,Black Swanξ
100000000,6.2,117,RoboCopξ
13000000,9,220,The Godfather: Part IIξ
13000000,6.1,112,Save the Last Danceξ
7000000,5.7,99,A Nightmare on Elm Street 4: The Dream Masterξ
13000000,6.8,109,Miracles from Heavenξ
13000000,5.5,83,"Dude, Where's My Car?ξ"
13000000,6.8,107,Young Gunsξ
13000000,7.3,102,St. Vincentξ
12500000,6.1,100,About Last Nightξ
16000000,7.2,97,10 Things I Hate About Youξ
13000000,5.9,92,The New Guyξ
8200000,6.1,84,Loaded Weapon 1ξ
17000000,6.8,86,The Shallowsξ
13000000,7.7,120,The Butterfly Effectξ
13000000,4.9,89,Snow Dayξ
13000000,6.1,117,This Christmasξ
18000000,2.5,97,Baby Geniusesξ
13000000,6.1,91,The Big Hitξ
13000000,5.9,100,Harriet the Spyξ
13000000,5.7,72,Child's Play 2ξ
13200000,5.6,84,No Good Deedξ
18000000,7.2,126,The Mistξ
15000000,7.7,108,Ex Machinaξ
13000000,7.8,112,Being John Malkovichξ
6000000,6.1,90,Two Can Play That Gameξ
13000000,5.8,91,Earth to Echoξ
14000000,6.5,135,Crazy/Beautifulξ
19000000,7.9,141,Letters from Iwo Jimaξ
13000000,6.3,104,The Astronaut Farmerξ
13000000,3.8,84,Wooξ
13000000,8.3,118,Roomξ
13000000,6.4,82,Dirty Workξ
13000000,6.7,95,Serial Momξ
13000000,6.1,94,Dickξ
,8.1,88,Del 1 - M�_n som hatar kvinnorξ            
13000000,6,99,Light It Upξ
13000000,5.8,121,54ξ
13000000,5.6,84,Bubble Boyξ
13000000,6.1,93,Birthday Girlξ
13000000,5.9,93,21 & Overξ
13000000,7.3,120,"Paris, je t'aimeξ"
13000000,6.8,112,Resurrecting the Champξ
13000000,5.7,107,Admissionξ
100000000,7.3,112,The Widow of Saint-Pierreξ
11000000,6.3,96,Chloeξ
13000000,5.9,91,Faithfulξ
26000000,7.1,105,Brothersξ
13000000,7.1,125,Find Me Guiltyξ
13000000,8,102,The Perks of Being a Wallflowerξ
3000000,5.1,87,Excessive Forceξ
13000000,7.1,118,Infamousξ
20000000,6.5,115,The Claimξ
8495000,4.5,91,The Vatican Tapesξ
13000000,6.6,88,Attack the Blockξ
13000000,4.3,127,In the Land of Blood and Honeyξ
13000000,6.7,94,The Callξ
12620000,6.8,115,Operation Chromiteξ
13000000,5.4,90,The Crocodile Hunter: Collision Courseξ
13000000,6.6,102,I Love You Phillip Morrisξ
12500000,7.4,100,Quest for Fireξ
12500000,7.3,117,Antwone Fisherξ
12500000,6.9,109,The Emperor's Clubξ
13000000,8,121,True Romanceξ
3660000,6.4,111,Wombξ
12500000,7.8,100,Glengarry Glen Rossξ
13000000,6.1,109,The Killer Inside Meξ
18000000,6.1,93,Cat Peopleξ
16000000,5.1,101,Sorority Rowξ
,7.8,101,The Prisoner of Zendaξ
12000000,7.4,106,Lars and the Real Girlξ
12500000,7.8,94,The Boy in the Striped Pajamasξ
12800000,8,140,Dancer in the Darkξ
16000000,6.7,132,Oscar and Lucindaξ
12500000,6.6,99,The Funeralξ
15000000,6.4,90,Solitary Manξ
10500000,6.7,105,Macheteξ
15000000,6.2,108,Casino Jackξ
12500000,7.3,69,The Land Before Timeξ
12800000,8.1,148,Tae Guk Gi: The Brotherhood of Warξ
12500000,7,118,The Perfect Gameξ
8000000,8,132,The Exorcistξ
8000000,8,130,Jawsξ
11000000,7,95,American Pieξ
9600000,7.9,80,Ernest & Celestineξ
25000000,5.9,94,The Golden Childξ
12000000,6.6,122,Think Like a Manξ
12000000,6.3,102,Barbershopξ
11000000,7.7,116,Star Trek II: The Wrath of Khanξ
12000000,6.9,78,Ace Ventura: Pet Detectiveξ
12000000,7.1,114,WarGamesξ
12000000,7.4,112,Witnessξ
12000000,6.5,110,Act of Valorξ
12000000,6.5,104,Step Upξ
12000000,6.8,81,Beavis and Butt-Head Do Americaξ
12000000,7.5,154,Jackie Brownξ
12000000,6.6,102,Harold & Kumar Escape from Guantanamo Bayξ
12000000,7.1,89,Chronicleξ
12000000,6.6,132,Yentlξ
5000000,7,103,Time Banditsξ
12000000,3.3,93,Crossroadsξ
12000000,6.7,93,Project Xξ
12000000,8,172,Pattonξ
12000000,6.8,96,One Hour Photoξ
12000000,6,89,Quarantineξ
12000000,5.4,92,The Eyeξ
12000000,4.3,97,Johnson Family Vacationξ
12000000,6.2,93,How Highξ
12000000,7.7,89,The Muppet Christmas Carolξ
150000000,8,144,Casino Royaleξ
12000000,7.4,123,Fridaξ
12000000,5.9,93,Katy Perry: Part of Meξ
12000000,7.8,133,The Fault in Our Starsξ
12000000,7.4,121,Roundersξ
12000000,6.5,102,Top Fiveξ
12000000,5.4,102,Prophecyξ
12000000,7,99,Stir of Echoesξ
,8.6,55,Spartacus: War of the Damnedξ            
12000000,7.6,98,Philomenaξ
9000000,6.9,118,The Upside of Angerξ
12000000,7,125,The Boys from Brazilξ
12000000,5.3,104,Aquamarineξ
12000000,6.4,109,Paper Townsξ
,4.5,86,My Baby's Daddyξ
12000000,7.8,115,Nebraskaξ
13000000,6.7,92,Tales from the Crypt: Demon Knightξ
12000000,5.3,91,Max Keeble's Big Moveξ
12000000,6.3,94,Young Adultξ
12000000,7,93,Crankξ
,5.3,93,How to Be a Playerξ
12000000,6.6,100,Living Out Loudξ
,5.8,100,Just Wrightξ
,6.7,113,Rachel Getting Marriedξ
12000000,6.6,122,The Postman Always Rings Twiceξ
,7,100,Girl with a Pearl Earringξ
14000000,8.4,293,Das Bootξ
107000000,6,137,The Alamoξ
12000000,5.4,93,Sorority Boysξ
12000000,7.8,123,About Timeξ
100000000,7.6,119,House of Flying Daggersξ
12000000,6.6,107,Arbitrageξ
12000000,6.4,106,Project Almanacξ
12000000,7,109,Cadillac Recordsξ
10000000,5.7,81,Screwedξ
8000000,5.9,95,Fortressξ
12000000,6.3,86,For Your Considerationξ
12000000,6.3,113,Celebrityξ
12000000,6.2,122,Running with Scissorsξ
12000000,2.1,90,From Justin to Kellyξ
12000000,5,108,Girl 6ξ
12000000,5.3,113,In the Cutξ
12000000,7.1,110,Two Loversξ
12000000,7,109,Last Ordersξ
12215500000,7,110,The Hostξ
12000000,5.7,100,The Pursuit of D.B. Cooperξ
12000000,7.1,101,Ravenousξ
12000000,7,97,Charlie Bartlettξ
9200000,7.7,172,The Great Beautyξ
12000000,7.1,104,The Dangerous Lives of Altar Boysξ
12000000,6.8,99,Stokerξ
12000000,7.5,129,2046ξ
12000000,6.3,91,Married Lifeξ
12000000,7.3,100,Dumaξ
12000000,6.8,111,Ondineξ
10000000,7.2,114,Brotherξ
12000000,6.4,86,Welcome to Collinwoodξ
12000000,6,107,Critical Careξ
8000000,6.4,90,The Life Before Her Eyesξ
,5.1,103,Darling Companionξ
12000000,7.5,120,Tradeξ
2500000000,7.1,134,Fatelessξ
12000000,4.6,110,Breakfast of Championsξ
,5.7,95,"A Woman, a Gun and a Noodle Shopξ"
7500000,6.8,95,Cypherξ
12000000,7.7,132,City of Life and Deathξ
135000000,6.7,94,Homeξ
,3.2,89,Legend of Kung Fu Rabbitξ
12000000,6.1,138,Space Battleship Yamatoξ
20000000,5.6,113,5 Days of Warξ
12000000,6.9,99,Triangleξ
12000000,7.5,111,10 Days in a Madhouseξ
12000000,5.8,99,Heaven Is for Realξ
6000000,8.3,104,Snatchξ
12000000,2.8,89,Dancin' It's Onξ
11500000,6.6,103,Pet Semataryξ
11900000,7.5,134,Madadayoξ
11500000,6,100,The Cry of the Owlξ
12000000,6.2,130,A Tale of Three Citiesξ
11000000,7.2,106,Gremlinsξ
11000000,8.7,125,Star Wars: Episode IV - A New Hopeξ
11500000,6,109,Dirty Grandpaξ
11000000,8,200,Doctor Zhivagoξ
,7.2,114,Trashξ
11000000,4.5,112,High School Musical 3: Senior Yearξ
25000000,7.9,116,The Fighterξ
,7.1,92,Jackass Number Twoξ
11000000,7.5,120,My Cousin Vinnyξ
11000000,6.8,107,If I Stayξ
12000000,4.3,92,Drive Hardξ
11000000,7.2,107,Major Leagueξ
13500000,5.8,100,St. Trinian'sξ
13000000,7.1,81,Phone Boothξ
11000000,7.4,101,A Walk to Rememberξ
11000000,7.6,122,Dead Man Walkingξ
10500000,6.9,97,Cruel Intentionsξ
11000000,6,92,Saw VIξ
11000000,6.9,92,History of the World: Part Iξ
11000000,7.3,110,The Secret Life of Beesξ
11000000,4.6,86,Corky Romanoξ
12000000,6,91,Raising Cainξ
11000000,6.4,145,F.I.S.T.ξ
12000000,5.5,100,Invaders from Marsξ
11000000,7.5,111,Brooklynξ
11000000,8.1,184,Barry Lyndonξ
11000000,6.3,89,Out Coldξ
11000000,5.1,84,The Ladies Manξ
11000000,6.8,98,Quartetξ
11000000,5.3,95,Tomcatsξ
11000000,7.3,100,Frailtyξ
11000000,7.3,109,Woman in Goldξ
11000000,7.1,118,Kinseyξ
13000000,7.6,88,Army of Darknessξ
11000000,5.3,86,Slackersξ
11000000,7.8,118,What's Eating Gilbert Grapeξ
17000000,7.7,125,The Visual Bible: The Gospel of Johnξ
11000000,7.7,125,Vera Drakeξ
11000000,5.4,94,The Guruξ
11000000,6.2,113,The Perez Familyξ
11000000,7.4,104,Inside Llewyn Davisξ
5000000,6.2,95,Oξ
11000000,5.1,102,Return to the Blue Lagoonξ
11000000,6.9,124,The Molly Maguiresξ
,6.3,105,Romance & Cigarettesξ
11000000,6.8,104,Copying Beethovenξ
10700000,7.4,120,Poltergeistξ
12000000,5.7,111,Brighton Rockξ
10800000,5.8,95,Saw Vξ
,6.2,96,Machine Gun McCainξ
11000000,4.3,97,LOLξ
15000000,6.4,118,Jindabyneξ
700000000,6,193,Kabhi Alvida Naa Kehnaξ
14000000,6.9,97,An Ideal Husbandξ
7000000,5.5,98,The Last Days on Marsξ
10600000,5.4,103,Darknessξ
12000000,8.3,161,2001: A Space Odysseyξ
10500000,7.9,120,E.T. the Extra-Terrestrialξ
10000000,6.5,97,In the Land of Womenξ
12500000,6.3,97,The Blue Butterflyξ
10500000,6.4,99,There Goes My Babyξ
,7.9,24,Lovesickξ            
,5.3,144,Housefullξ
11000000,5.8,111,September Dawnξ
10818775,6.6,145,For Greater Glory: The True Story of Cristiadaξ
11000000,7.4,106,La Famille B��lierξ
10000000,8.3,126,Good Will Huntingξ
11000000,5.3,106,Misconductξ
10000000,6.2,121,Saw IIIξ
10000000,6.9,117,Stripesξ
10000000,5.9,98,Bring It Onξ
10000000,6.1,109,The Purge: Election Yearξ
10000000,5.8,95,She's All Thatξ
10000000,7.3,109,Preciousξ
10000000,5.9,96,Saw IVξ
10000000,5.5,101,White Noiseξ
6000000,5,107,Madea's Family Reunionξ
13800000,7,119,The Color of Moneyξ
10000000,7.8,178,The Longest Dayξ
10000000,6.4,100,The Mighty Ducksξ
10000000,5.9,98,The Grudgeξ
12000000,7,92,Happy Gilmoreξ
10000000,6.1,90,Jeepers Creepersξ
10000000,6.9,90,Bill & Ted's Excellent Adventureξ
10000000,7.5,153,Oliver!ξ
10000000,7.3,124,The Best Exotic Marigold Hotelξ
23000000,6.5,82,Recess: School's Outξ
12305523,6.2,107,Mad Max Beyond Thunderdomeξ
10000000,6.7,75,Commandoξ
10000000,6,97,The Boyξ
10000000,6.3,80,Devilξ
20000000,5.8,85,Friday After Nextξ
10000000,6.1,97,Insidious: Chapter 3ξ
10000000,6.9,109,The Last Dragonξ
6000000,8.3,104,Snatchξ
10000000,5.4,140,The Lawnmower Manξ
9000000,6.7,90,Nick and Norah's Infinite Playlistξ
10000000,7.4,130,Dogmaξ
10000000,5.6,98,The Banger Sistersξ
10000000,6.5,101,Twilight Zone: The Movieξ
17000000,6.5,114,Road Houseξ
10000000,5.8,100,A Low Down Dirty Shameξ
8500000,5,85,Swimfanξ
12000000,5.5,103,Employee of the Monthξ
10000000,6.5,100,Can't Hardly Waitξ
10000000,7.2,114,The Outsidersξ
65000000,7.3,102,Pete's Dragonξ
10000000,7.2,103,The Dead Zoneξ
10000000,5.2,97,Sinister 2ξ
17000000,5.7,116,Sparkleξ
10000000,4.7,96,Valentineξ
10000000,5.9,98,The Fourth Kindξ
10000000,6.8,105,A Prairie Home Companionξ
10000000,5.9,123,Sugar Hillξ
10000000,5.3,107,Invasion U.S.A.ξ
,6,112,Roll Bounceξ
9000000,7.7,93,Rushmoreξ
10000000,4.4,97,Skylineξ
10000000,6.6,122,The Second Best Exotic Marigold Hotelξ
10000000,6.7,101,Kit Kittredge: An American Girlξ
25000000,5.5,100,The Perfect Manξ
10000000,6.5,129,Mo' Better Bluesξ
10000000,6.2,81,Kung Pow: Enter the Fistξ
11000000,7.1,96,Tremorsξ
12600000,6.1,84,Wrong Turnξ
10000000,7.1,100,The Long Ridersξ
30000000,6,110,The Corruptorξ
10000000,7.4,130,Mudξ
10000000,5.9,84,Reno 911!: Miamiξ
10000000,4.1,106,One Direction: This Is Usξ
,5.8,89,"The Goods: Live Hard, Sell Hardξ"
3000000,5.9,76,Hey Arnold! The Movieξ
6400000,7,99,My Week with Marilynξ
10000000,6.8,96,The Matadorξ
10000000,7.4,104,Love Jonesξ
5000000,7.1,108,The Giftξ
10000000,7,108,End of the Spearξ
22000000,5.8,87,Get Over Itξ
10000000,7.8,89,Office Spaceξ
10000000,6.5,97,Drop Dead Gorgeousξ
10000000,7,106,Big Eyesξ
10000000,6.3,100,Very Bad Thingsξ
10000000,5.3,89,Sleepoverξ
10000000,6.8,114,Body Doubleξ
10000000,5.5,95,MacGruberξ
10000000,7.4,97,Dirty Pretty Thingsξ
6000000,4.3,94,Movie 43ξ
100000000,6,103,The Touristξ
10000000,5.2,95,Over Her Dead Bodyξ
10000000,6.7,101,Seeking a Friend for the End of the Worldξ
,6.3,87,Cedar Rapidsξ
,7.9,40,Bonesξ            
7500000,8.6,101,American History Xξ
10000000,6.1,82,The Collectionξ
10000000,5.8,74,Teacher's Petξ
10000000,7.7,130,The Red Violinξ
10000000,8,112,The Straight Storyξ
10000000,5.6,96,Deuces Wildξ
10000000,6.7,89,Bad Wordsξ
,6.6,100,"Run, Fatboy, Runξ"
10000000,4.2,78,Heartbeepsξ
9000000,6.6,121,Black or Whiteξ
16000000,4.1,85,On the Lineξ
10000000,7.3,120,Rescue Dawnξ
10000000,7.1,106,Danny Collinsξ
10000000,6.5,83,"Jeff, Who Lives at Homeξ"
10000000,7,120,I Am Loveξ
10000000,5.5,111,Atlas Shrugged II: The Strikeξ
11500000,6.6,100,Romeo Is Bleedingξ
9000000,7.1,89,The Limeyξ
6500000,7.9,115,Crashξ
10000000,7.1,135,The House of Mirthξ
10000000,5.6,92,Maloneξ
10000000,7.3,120,Peaceful Warriorξ
10000000,3.3,97,Bucky Larson: Born to Be a Starξ
10000000,6.5,135,Bamboozledξ
10000000,4.8,93,The Forestξ
14000000,5.2,118,Sphinxξ
10000000,6.3,97,While We're Youngξ
10000000,7.2,98,A Better Lifeξ
8000000,6.8,98,Spiderξ
10000000,5.7,101,Gun Shyξ
10000000,7.2,132,Nicholas Nicklebyξ
10000000,6.9,106,The Icemanξ
,9.1,55,Dekalogξ            
10000000,6.3,168,Krrishξ
10000000,6.2,87,Cecil B. DeMentedξ
11000000,6.7,98,Killer Joeξ
5000000,6.5,96,The Jonesesξ
10000000,7.2,104,Owning Mahownyξ
10000000,5.3,93,The Brothers Solomonξ
10000000,6.7,95,My Blueberry Nightsξ
,6.2,119,Illuminataξ
10000000,3.6,89,Swept Awayξ
10000000,5.7,107,"War, Inc.ξ"
10000000,7.3,85,Shaolin Soccerξ
10000000,5,93,The Brown Bunnyξ
60000000,6.6,101,The Swindleξ
5000000,6.6,103,Rosewaterξ
,6.8,101,The Chambermaid on the Titanicξ
,6.2,123,Coriolanusξ
4000000,7.3,111,Imaginary Heroesξ
10000000,6.2,86,High Heels and Low Lifesξ
,6.9,99,World's Greatest Dadξ
5000000,6.6,90,Severanceξ
10000000,6.3,82,Edmondξ
,7,110,Welcome to the Rileysξ
6200000,3.3,83,Police Academy: Mission to Moscowξ
,6.7,128,Blood Done Sign My Nameξ
10000000,6.2,125,"Cinco de Mayo, La Batallaξ"
10000000,6.5,97,Elsa & Fredξ
10000000,3.5,86,An Alan Smithee Film: Burn Hollywood Burnξ
10000000,5.5,91,The Open Roadξ
8000000,5.9,90,The Good Guyξ
5000000,4.7,90,Motherhoodξ
,4.2,94,Free Styleξ
10000000,5.2,112,Strangerlandξ
,5.2,85,The Janky Promotersξ
10000000,3.9,93,Blonde Ambitionξ
10000000,6.1,104,The Oxford Murdersξ
,5.8,94,The Reefξ
6500000,6.7,85,Eulogyξ
10000000,5.7,99,White Noise 2: The Lightξ
10000000,4.5,91,You Got Served: Beat the Worldξ
6000000,6.9,117,Fifty Dead Men Walkingξ
10000000,4.8,85,Jungle Shuffleξ
10000000,6.3,106,Adam Resurrectedξ
10000000,6.9,81,Of Horses and Menξ
10000000,5.4,100,It's a Wonderful Afterlifeξ
10000000,3.8,90,The Devil's Tombξ
10000000,7,116,Partitionξ
10000000,5.2,84,Good Intentionsξ
10000000,7.3,135,"The Good, the Bad, the Weirdξ"
10000000,4.6,84,Nurse 3Dξ
10000000,6.5,89,Gunlessξ
,6.8,107,Adventurelandξ
9600000,6.7,144,The Lost Cityξ
9500000,6.1,98,Next Fridayξ
10000000,5.2,94,American Heistξ
9500000,6.9,117,You Only Live Twiceξ
10000000,6,102,Plasticξ
8900000,7.9,127,Amourξ
10500000,4.5,98,Poltergeist IIIξ
9500000,5.1,88,Re-Killξ
9400000,7.6,197,"It's a Mad, Mad, Mad, Mad Worldξ"
,7.6,121,Volverξ
9300000,6.7,90,Heavy Metalξ
,6.1,89,Gentlemen Broncosξ
6000000,7.5,104,Richard IIIξ
10000000,5.3,94,Into the Grizzly Mazeξ
600000000,6,90,Kitesξ
7400000,7.1,130,Melancholiaξ
8500000,7.5,92,Red Dogξ
7217600,6.9,176,Jab Tak Hai Jaanξ
11000000,8.5,116,Alienξ
83532,7.5,88,The Texas Chain Saw Massacreξ
10000000,6.6,106,The Runawaysξ
9000000,8,181,Fiddler on the Roofξ
9000000,7,130,Thunderballξ
10000000,5.8,93,Detentionξ
,7.3,110,Loose Cannonsξ
9000000,6.8,123,Set It Offξ
9000000,6.7,120,The Best Manξ
9000000,6.5,87,Child's Playξ
9000000,8,123,Sickoξ
9000000,6.5,103,The Purge: Anarchyξ
9000000,4.9,91,Down to Youξ
9000000,7.1,88,Harold & Kumar Go to White Castleξ
20000000,7,126,The Contenderξ
8000000,7,120,Boiler Roomξ
,7.5,116,Trading Placesξ
9000000,4.5,94,Black Christmasξ
,5.5,85,Breakin' All the Rulesξ
9000000,7.7,137,Henry Vξ
,7.2,114,The Savagesξ
,4.8,76,Chasing Papiξ
8500000,6.7,119,The Way of the Gunξ
9000000,7,99,Igby Goes Downξ
8000000,6.5,79,PCUξ
,7.4,114,The Ultimate Giftξ
,3.5,30,The Bold and the Beautifulξ            
9000000,5.7,91,The Ice Piratesξ
9000000,6.2,95,Gracieξ
9000000,5.7,103,Trust the Manξ
9000000,6.4,92,Hamlet 2ξ
,7,124,Velvet Goldmineξ
,7.7,156,The Wailingξ
9000000,5.4,84,Glee: The 3D Concert Movieξ
400000000,6.6,300,The Legend of Suriyothaiξ
9000000,6.1,120,Two Evil Eyesξ
,6.1,98,Barbecueξ
9000000,7.6,121,All or Nothingξ
9000000,6.2,97,Princess Kaiulaniξ
11400000,6.6,86,Opal Dreamξ
19000000,6.1,93,Heistξ
45000000,7.3,45,Flame and Citronξ
9000000,4.2,97,Undiscoveredξ
,7.1,102,Red Riding: In the Year of Our Lord 1974ξ
,6,105,The Girl on the Trainξ
9000000,6.5,103,Veronika Decides to Dieξ
8800000,6.5,93,Crocodile Dundeeξ
,5.7,76,"Ultramarines: A Warhammer 40,000 Movieξ"
8800000,6.1,90,The I Insideξ
9000000,7.1,122,Beneath Hill 60ξ
,7.3,127,Polisseξ
8600000,6.5,84,Awakeξ
,7.9,23,Star Wars: The Clone Warsξ            
9000000,5.7,96,Skin Tradeξ
,7.2,97,The Lost Boysξ
7000000,7.3,112,Crazy Heartξ
8500000,6.9,125,The Roseξ
8500000,5,96,Baggage Claimξ
9000000,5.9,98,Barbarellaξ
60000000,6.7,92,Shipwreckedξ
8000000,7.3,103,Electionξ
,7.6,122,The Namesakeξ
8500000,6.5,101,The DUFFξ
22000000,2.1,104,Glitterξ
9000000,5.3,101,The Haunting in Connecticut 2: Ghosts of Georgiaξ
8000000,7.2,135,Silmidoξ
8500000,7,119,Bright Starξ
12000000,8,128,My Name Is Khanξ
8200000,6.5,107,Footlooseξ
9000000,6.9,106,All Is Lostξ
8000000,7.1,126,Limboξ
,7.3,128,Namastey Londonξ
,7.5,127,The Wind That Shakes the Barleyξ
,6.9,160,Yeh Jawaani Hai Deewaniξ
8000000,7.2,126,The Karate Kidξ
7623000,7.2,171,Quo Vadisξ
8500000,6.7,150,Repo! The Genetic Operaξ
8300000,6,122,Valley of the Wolves: Iraqξ
8000000,8.9,178,Pulp Fictionξ
,7.7,95,The Muppet Movieξ
8500000,7.9,117,Nightcrawlerξ
8550000,5.6,119,Club Dreadξ
8200000,8,174,The Sound of Musicξ
8000000,6.2,111,Splashξ
8000000,7.9,101,Little Miss Sunshineξ
8000000,8.1,89,Stand by Meξ
8000000,7.6,113,28 Days Later...ξ
8000000,3.5,95,You Got Servedξ
8000000,7.6,112,Escape from Alcatrazξ
8000000,6.5,109,Brown Sugarξ
8000000,5.6,108,A Thin Line Between Love and Hateξ
8000000,7.7,100,50/50ξ
8000000,5.2,90,Shutterξ
8000000,6.9,130,Creepshowξ
8000000,6.1,94,That Awkward Momentξ
8000000,5,93,Modern Problemsξ
,7.8,80,Kicksξ
8000000,7.4,111,Much Ado About Nothingξ
7000000,6.8,142,On Her Majesty's Secret Serviceξ
,7.1,60,The Playerξ            
8000000,6.4,107,New Nightmareξ
8000000,5.7,91,Drive Me Crazyξ
,7.5,112,Akeelah and the Beeξ
8000000,6.7,82,Half Bakedξ
8000000,5.6,97,New in Townξ
50000000,7,128,Syrianaξ
7000000,7.6,102,American Psychoξ
5000000,6.5,93,The Good Girlξ
