director_name,director_facebook_likes,actor_1_name,actor_1_facebook_likes,actor_2_name,actor_2_facebook_likes,actor_3_name,actor_3_facebook_likes,movie_title
George Lucas,0,Natalie Portman,20000,Christopher Lee,16000,Hayden Christensen,4000,Star Wars: Episode III - Revenge of the SithåÊ
George Lucas,0,Natalie Portman,20000,Christopher Lee,16000,Hayden Christensen,4000,Star Wars: Episode II - Attack of the ClonesåÊ
Pete Docter,0,Steve Buscemi,12000,John Ratzenberger,1000,James Coburn,773,"Monsters, Inc.åÊ"
James Mangold,446,Hugh Jackman,20000,Tao Okamoto,992,Rila Fukushima,929,The WolverineåÊ
George Lucas,0,Natalie Portman,20000,Liam Neeson,14000,Ian McDiarmid,1000,Star Wars: Episode I - The Phantom MenaceåÊ
Kirk De Micco,16,Ryan Reynolds,16000,Emma Stone,15000,Nicolas Cage,12000,The CroodsåÊ
FrÌ©dÌ©ric Forestier,0,Alain Delon,936,Santiago Segura,276,Vanessa Hessler,141,Asterix at the Olympic GamesåÊ
John Woo,610,Nicolas Cage,12000,Roger Willie,836,Noah Emmerich,617,WindtalkersåÊ
Cedric Nicolas-Troyan,19,Chris Hemsworth,26000,Sam Claflin,11000,Charlize Theron,9000,The Huntsman: Winter's WaråÊ
Jonathan Liebesman,473,Noel Fisher,833,Danny Woodburn,809,Jeremy Howard,429,Teenage Mutant Ninja TurtlesåÊ
Alfonso CuarÌ_n,0,Phaldut Sharma,39,Basher Savage,23,Amy Warren,13,GravityåÊ
Roger Donaldson,79,Jamie RenÌ©e Smith,650,Grant Heslov,293,Tzi Ma,268,Dante's PeakåÊ
Dave Green,13,Stephen Amell,5000,Noel Fisher,833,Brad Garrett,799,Teenage Mutant Ninja Turtles: Out of the ShadowsåÊ
Josh Trank,128,Tim Blake Nelson,596,Reg E. Cathey,360,Tim Heidecker,78,Fantastic FouråÊ
Shawn Levy,189,Robin Williams,49000,Rami Malek,3000,Steve Coogan,1000,Night at the MuseumåÊ
Brad Peyton,62,Dwayne Johnson,12000,Ioan Gruffudd,2000,Archie Panjabi,884,San AndreasåÊ
Roger Spottiswoode,55,Vincent Schiavelli,811,Colin Salmon,766,Joe Don Baker,387,Tomorrow Never DiesåÊ
Roland Emmerich,776,Heath Ledger,13000,Adam Baldwin,2000,Tom Wilkinson,1000,The PatriotåÊ
Steven Soderbergh,0,Brad Pitt,11000,Julia Roberts,8000,Mini Anden,350,Ocean's TwelveåÊ
Doug Liman,218,Brad Pitt,11000,Angelina Jolie Pitt,11000,Stephanie March,322,Mr. & Mrs. SmithåÊ
Robert Schwentke,124,Kate Winslet,14000,Theo James,5000,Mekhi Phifer,1000,InsurgentåÊ
Martin Scorsese,17000,Leonardo DiCaprio,29000,Adam Scott,3000,Frances Conroy,827,The AviatoråÊ
Rob Letterman,11,James Corden,480,Catherine Tate,392,Olly Alexander,116,Gulliver's TravelsåÊ
Michel Gondry,1000,Christoph Waltz,11000,Tom Wilkinson,1000,Chad L. Coleman,741,The Green HornetåÊ
,,George Peppard,669,Dirk Benedict,554,Dwight Schultz,432,The A-TeamåÊ            
Noam Murro,263,Eva Green,6000,Sullivan Stapleton,1000,Peter Mensah,1000,300: Rise of an EmpireåÊ
Raja Gosnell,67,Mahadeo Shivraj,383,Tim Gunn,113,Madison McKinley,111,The SmurfsåÊ
Will Finn,6,Steve Buscemi,12000,Roseanne Barr,513,G.W. Bailey,421,Home on the RangeåÊ
Robert Schwentke,124,Naomi Watts,6000,Theo James,5000,ZoÌÇ Kravitz,943,AllegiantåÊ
Shawn Levy,189,Hugh Jackman,20000,Torey Michael Adkins,929,Olga Fonda,544,Real SteelåÊ
Raja Gosnell,67,Jacob Tremblay,681,Nancy O'Dell,71,Vanessa Matsui,40,The Smurfs 2åÊ
Jan de Bont,101,Jason Patric,673,Temuera Morrison,368,Lois Chiles,202,Speed 2: Cruise ControlåÊ
Gavin Hood,151,Harrison Ford,11000,Moises Arias,635,Aramis Knight,430,Ender's GameåÊ
Len Wiseman,235,Bruce Willis,13000,Jonathan Sadowski,300,Cyril Raffaelli,297,Live Free or Die HardåÊ
Peter Jackson,0,Christopher Lee,16000,Orlando Bloom,5000,Billy Boyd,857,The Lord of the Rings: The Fellowship of the RingåÊ
Frank Coraci,153,Jim Broadbent,1000,Steve Coogan,1000,CÌ©cile De France,447,Around the World in 80 DaysåÊ
Michael Mann,0,Will Smith,10000,Jada Pinkett Smith,851,Joe Morton,780,AliåÊ
Bo Welch,34,Sean Hayes,760,Kelly Preston,743,Spencer Breslin,434,The Cat in the HatåÊ
Alex Proyas,295,Will Smith,10000,Bruce Greenwood,981,Chi McBride,466,"I, RobotåÊ"
Ridley Scott,0,Liam Neeson,14000,Orlando Bloom,5000,Philip Glenister,195,Kingdom of HeavenåÊ
Rob Minkoff,50,Chazz Palminteri,979,Nathan Lane,886,Jeffrey Jones,692,Stuart LittleåÊ
Ron Clements,63,Oprah Winfrey,852,Jenifer Lewis,578,Anika Noni Rose,525,The Princess and the FrogåÊ
Ridley Scott,0,Matt Damon,13000,Donald Glover,801,Benedict Wong,372,The MartianåÊ
Christopher Barnard,0,Mathew Buck,5,,,,,"10,000 B.C.åÊ            "
Michael Bay,0,Scarlett Johansson,19000,Steve Buscemi,12000,Djimon Hounsou,3000,The IslandåÊ
Peter Chelsom,23,Del Zamora,752,Warren Beatty,631,Garry Shandling,591,Town & CountryåÊ
Dominic Sena,57,Nicolas Cage,12000,Angelina Jolie Pitt,11000,Robert Duvall,3000,Gone in Sixty SecondsåÊ
Ridley Scott,0,Djimon Hounsou,3000,Connie Nielsen,933,Oliver Reed,695,GladiatoråÊ
Steven Spielberg,14000,Tom Cruise,10000,Frank Grillo,798,Jessica Capshaw,533,Minority ReportåÊ
Chris Columbus,0,Daniel Radcliffe,11000,Rupert Grint,10000,Emma Watson,9000,Harry Potter and the Chamber of SecretsåÊ
Martin Campbell,258,Eva Green,6000,Tobias Menzies,1000,Ivana Milicevic,834,Casino RoyaleåÊ
Tim Burton,13000,Cary-Hiroyuki Tagawa,1000,Estella Warren,658,Erick Avari,567,Planet of the ApesåÊ
James Cameron,0,Joe Morton,780,Jenette Goldstein,604,S. Epatha Merkerson,539,Terminator 2: Judgment DayåÊ
Michael Mann,0,Johnny Depp,40000,Christian Bale,23000,Stephen Graham,1000,Public EnemiesåÊ
Ridley Scott,0,Denzel Washington,18000,Ruby Dee,782,RZA,561,American GangsteråÊ
James Cameron,0,Jamie Lee Curtis,2000,Tia Carrere,1000,Tom Arnold,618,True LiesåÊ
Tony Scott,12000,Denzel Washington,18000,Ramon Rodriguez,464,Michael Rispoli,385,The Taking of Pelham 1 2 3åÊ
Paul Weitz,80,Robert De Niro,22000,Blythe Danner,713,Teri Polo,708,Little FockersåÊ
Adam McKay,285,Dwayne Johnson,12000,Will Ferrell,8000,Derek Jeter,107,The Other GuysåÊ
Chuck Russell,55,Vanessa Williams,1000,James Coburn,773,Roma Maffia,383,EraseråÊ
Quentin Tarantino,16000,Leonardo DiCaprio,29000,Christoph Waltz,11000,Ato Essandoh,265,Django UnchainedåÊ
Gary Trousdale,21,Demi Moore,2000,Jason Alexander,700,Bill Fagerbakke,542,The Hunchback of Notre DameåÊ
Mark Dindal,10,Eartha Kitt,558,Wendie Malick,452,John Fiedler,253,The Emperor's New GrooveåÊ
Simon West,165,Jason Statham,26000,Sylvester Stallone,13000,Bruce Willis,13000,The Expendables 2åÊ
Jon Turteltaub,226,Nicolas Cage,12000,Armando Riesco,625,Annie Parisse,341,National TreasureåÊ
Stefen Fangmeier,14,Djimon Hounsou,3000,Ed Speleers,762,Gary Lewis,203,EragonåÊ
Spike Jonze,0,Catherine O'Hara,925,Ryan Corr,468,Max Records,279,Where the Wild Things AreåÊ
Joe Wright,456,Hugh Jackman,20000,Cara Delevingne,548,Nonso Anozie,394,PanåÊ
Chris Wedge,77,Josh Hutcherson,14000,Emma Kenney,151,Troy Evans,120,EpicåÊ
Florian Henckel von Donnersmarck,207,Johnny Depp,40000,Angelina Jolie Pitt,11000,Rufus Sewell,3000,The TouriståÊ
Peter Hyams,0,CCH Pounder,1000,Mark Margolis,1000,Udo Kier,595,End of DaysåÊ
Edward Zwick,380,Leonardo DiCaprio,29000,Djimon Hounsou,3000,Stephen Collins,452,Blood DiamondåÊ
Martin Scorsese,17000,Leonardo DiCaprio,29000,Matthew McConaughey,11000,Jon Favreau,4000,The Wolf of Wall StreetåÊ
Joel Schumacher,541,Michael Gough,920,Rene Auberjonois,710,Debi Mazar,680,Batman ForeveråÊ
Paul Verhoeven,719,Jake Busey,660,Patrick Muldoon,475,Seth Gilliam,423,Starship TroopersåÊ
Tom Tykwer,670,Tom Hanks,15000,Jim Sturgess,5000,Jim Broadbent,1000,Cloud AtlasåÊ
Zack Snyder,0,Abbie Cornish,2000,Richard Roxburgh,653,Anthony LaPaglia,577,Legend of the Guardians: The Owls of Ga'HooleåÊ
Pitof,26,Frances Conroy,827,Christopher Heyerdahl,825,Alex Borstein,566,CatwomanåÊ
Brett Ratner,420,Dwayne Johnson,12000,Rufus Sewell,3000,Ingrid BolsÌü Berdal,467,HerculesåÊ
Ron Clements,63,Joseph Gordon-Levitt,23000,Martin Short,770,Michael Wincott,720,Treasure PlanetåÊ
Brad Silberling,52,Will Ferrell,8000,Anna Friel,735,Bobb'e J. Thompson,526,Land of the LoståÊ
Patrick Hughes,385,Jason Statham,26000,Sylvester Stallone,13000,Harrison Ford,11000,The Expendables 3åÊ
Ericson Core,19,Ray Winstone,1000,Edgar RamÌ_rez,897,Delroy Lindo,848,Point BreakåÊ
Lawrence Guterman,6,Jamie Kennedy,490,Traylor Howard,294,Ben Stein,227,Son of the MaskåÊ
Ron Howard,2000,Chris Hemsworth,26000,Benjamin Walker,911,Frank Dillane,571,In the Heart of the SeaåÊ
Ron Underwood,31,Rosario Dawson,3000,Randy Quaid,695,Burt Young,683,The Adventures of Pluto NashåÊ
Paul Greengrass,521,Matt Damon,13000,Sean Huze,537,Igal Naor,95,Green ZoneåÊ
Steve Martino,20,Francesca Capaldi,144,Venus Schultheis,42,Bill Melendez,36,The Peanuts MovieåÊ
David Mamet,342,Ben Gazzara,623,Felicity Huffman,508,Campbell Scott,393,The Spanish PrisoneråÊ
Stephen Sommers,208,Dwayne Johnson,12000,Brendan Fraser,3000,Patricia Velasquez,591,The Mummy ReturnsåÊ
Martin Scorsese,17000,Leonardo DiCaprio,29000,Liam Neeson,14000,Jim Broadbent,1000,Gangs of New YorkåÊ
Yimou Zhang,611,Christian Bale,23000,Ni Ni,196,Shigeo Kobayashi,28,The Flowers of WaråÊ
Ash Brannon,9,Jeff Bridges,12000,Zooey Deschanel,11000,Jon Heder,970,Surf's UpåÊ
Frank Oz,0,Jon Lovitz,11000,Matthew Broderick,2000,Roger Bart,465,The Stepford WivesåÊ
Ridley Scott,0,Ioan Gruffudd,2000,Sam Shepard,820,Ewen Bremner,557,Black Hawk DownåÊ
Jay Roach,116,Will Ferrell,8000,Thomas Middleditch,331,Katherine LaNasa,329,The CampaignåÊ
Luc Besson,0,Milla Jovovich,14000,Bruce Willis,13000,Gary Oldman,10000,The Fifth ElementåÊ
Michael Patrick King,127,Chris Noth,962,Liza Minnelli,740,Kristin Davis,722,Sex and the City 2åÊ
Bibo Bergeron,10,Frank Welker,2000,Rosie Perez,919,Elton John,442,The Road to El DoradoåÊ
Steve Martino,20,Peter Dinklage,22000,Josh Gad,1000,Drake,916,Ice Age: Continental DriftåÊ
Kenneth Branagh,0,Hayley Atwell,2000,Derek Jacobi,520,Lily James,502,CinderellaåÊ
Peter Jackson,0,Michael Imperioli,873,AJ Michalka,560,Tom McCarthy,310,The Lovely BonesåÊ
Andrew Stanton,475,Alexander Gould,1000,Stephen Root,939,Brad Garrett,799,Finding NemoåÊ
Peter Jackson,0,Orlando Bloom,5000,Billy Boyd,857,Bernard Hill,416,The Lord of the Rings: The Return of the KingåÊ
Peter Jackson,0,Christopher Lee,16000,Orlando Bloom,5000,Billy Boyd,857,The Lord of the Rings: The Two TowersåÊ
Sergey Bodrov,44,Jeff Bridges,12000,Djimon Hounsou,3000,Olivia Williams,766,Seventh SonåÊ
Simon West,165,Angelina Jolie Pitt,11000,Noah Taylor,509,Chris Barrie,240,Lara Croft: Tomb RaideråÊ
Wally Pfister,0,Johnny Depp,40000,Morgan Freeman,11000,Clifton Collins Jr.,968,TranscendenceåÊ
Joe Johnston,394,Michael Jeter,693,Trevor Morgan,595,Alessandro Nivola,527,Jurassic Park IIIåÊ
Rupert Wyatt,81,James Franco,11000,David Oyelowo,1000,Tyler Labine,779,Rise of the Planet of the ApesåÊ
Mark Waters,70,Martin Short,770,Tod Fennell,419,Joan Plowright,330,The Spiderwick ChroniclesåÊ
John Moore,212,Bruce Willis,13000,Cole Hauser,787,Megalyn Echikunwoke,476,A Good Day to Die HardåÊ
John Lee Hancock,102,Dennis Quaid,2000,Marc Blucas,973,Jordi MollÌÊ,877,The AlamoåÊ
Brad Bird,663,Holly Hunter,1000,Craig T. Nelson,723,Lou Romano,55,The IncrediblesåÊ
Renny Harlin,212,Christopher Masterson,1000,Frank Langella,903,Matthew Modine,810,Cutthroat IslandåÊ
Chris Columbus,0,Logan Lerman,8000,Rosario Dawson,3000,Steve Coogan,1000,Percy Jackson & the Olympians: The Lightning ThiefåÊ
Barry Sonnenfeld,188,Will Smith,10000,Rip Torn,826,Linda Fiorentino,602,Men in BlackåÊ
John Lasseter,487,Tom Hanks,15000,John Ratzenberger,1000,Wayne Knight,967,Toy Story 2åÊ
Tony Scott,12000,Denzel Washington,18000,Rosario Dawson,3000,Ethan Suplee,1000,UnstoppableåÊ
Brett Ratner,420,Mei MelanÌ¤on,191,John Lone,165,Harris Yulin,141,Rush Hour 2åÊ
Robert Zemeckis,0,Harrison Ford,11000,Amber Valletta,627,Miranda Otto,568,What Lies BeneathåÊ
Phil Lord,97,Will Forte,622,Bobb'e J. Thompson,526,Al Roker,56,Cloudy with a Chance of MeatballsåÊ
Carlos Saldanha,107,Denis Leary,835,Maile Flanagan,256,Kelly Keaton,117,Ice Age: Dawn of the DinosaursåÊ
Ben Stiller,0,Adam Scott,3000,Adrian Martinez,806,Joey Slotnick,423,The Secret Life of Walter MittyåÊ
McG,368,Bill Murray,13000,LL Cool J,1000,Kelly Lynch,466,Charlie's AngelsåÊ
Martin Scorsese,17000,Leonardo DiCaprio,29000,Matt Damon,13000,Ray Winstone,1000,The DepartedåÊ
Tony Bancroft,7,Ming-Na Wen,2000,Harvey Fierstein,500,June Foray,484,MulanåÊ
Ben Stiller,0,Robert Downey Jr.,21000,Steve Coogan,1000,Brandon T. Jackson,918,Tropic ThunderåÊ
David Fincher,21000,Robin Wright,18000,Goran Visnjic,1000,Joely Richardson,585,The Girl with the Dragon TattooåÊ
John McTiernan,323,Bruce Willis,13000,Aldis Hodge,559,Kevin Chamberlin,489,Die Hard with a VengeanceåÊ
Guy Ritchie,0,Robert Downey Jr.,21000,Eddie Marsan,979,Robert Maillet,727,Sherlock HolmesåÊ
Timur Bekmambetov,335,Morgan Freeman,11000,Ayelet Zurer,745,Moises Arias,635,Ben-HuråÊ
Gary Trousdale,21,Leonard Nimoy,12000,Jim Varney,802,Cree Summer,503,Atlantis: The Lost EmpireåÊ
Walt Becker,12,Bella Thorne,35000,Joshua Mikel,1000,Jesse McCartney,1000,Alvin and the Chipmunks: The Road ChipåÊ
Bryan Singer,0,Tom Cruise,10000,Tom Wilkinson,1000,Thomas Kretschmann,919,ValkyrieåÊ
Dennis Dugan,221,Adam Sandler,11000,Sayed Badreya,600,Kevin Nealon,503,You Don't Mess with the ZohanåÊ
Chris Columbus,0,Peter Dinklage,22000,Adam Sandler,11000,Josh Gad,1000,PixelsåÊ
Steven Spielberg,14000,Haley Joel Osment,3000,William Hurt,882,Kevin Sussman,681,A.I. Artificial IntelligenceåÊ
Rob Minkoff,50,Marsha Thomason,691,Rachael Harris,569,Marc John Jefferies,441,The Haunted MansionåÊ
Robert Zemeckis,0,Matthew McConaughey,11000,Tom Skerritt,1000,Larry King,135,ContactåÊ
Paul Verhoeven,719,Greg Grunberg,833,Kim Dickens,624,Joey Slotnick,423,Hollow ManåÊ
Sydney Pollack,521,Curtiss Cook,591,George Harris,249,Michael Wright,249,The InterpreteråÊ
Thor Freudenthal,87,Logan Lerman,8000,Leven Rambin,956,Brandon T. Jackson,918,Percy Jackson: Sea of MonstersåÊ
Jan de Bont,101,Gerard Butler,18000,Angelina Jolie Pitt,11000,Djimon Hounsou,3000,Lara Croft Tomb Raider: The Cradle of LifeåÊ
Jon M. Chu,209,Daniel Radcliffe,11000,Morgan Freeman,11000,Sanaa Lathan,886,Now You See Me 2åÊ
Phillip Noyce,176,Alun Armstrong,192,Michael Byrne,117,Velibor Topic,84,The SaintåÊ
Tony Scott,12000,Brad Pitt,11000,Stephen Dillane,577,Catherine McCormack,307,Spy GameåÊ
Brian De Palma,0,Don Cheadle,3000,Connie Nielsen,933,Kim Delaney,281,Mission to MarsåÊ
Carlos Saldanha,107,Anne Hathaway,11000,Wanda Sykes,560,Will.i.am,350,RioåÊ
Chris Columbus,0,Robin Williams,49000,Oliver Platt,1000,John Michael Higgins,957,Bicentennial ManåÊ
Mick Jackson,81,Don Cheadle,3000,Anne Heche,643,Gaby Hoffmann,612,VolcanoåÊ
Alan J. Pakula,79,Harrison Ford,11000,Brad Pitt,11000,Natascha McElhone,2000,The Devil's OwnåÊ
Kathryn Bigelow,0,Liam Neeson,14000,Christian Camargo,602,Lex Shrapnel,123,K-19: The WidowmakeråÊ
Josh Trank,128,Tim Blake Nelson,596,Reg E. Cathey,360,Tim Heidecker,78,Fantastic FouråÊ
John Milius,468,William Smith,919,Mako,691,Sandahl Bergman,183,Conan the BarbarianåÊ
Ron Howard,2000,Paddy Considine,680,Bruce McGill,655,Rosemarie DeWitt,537,Cinderella ManåÊ
Andrey Konchalovskiy,96,Shirley Henderson,887,Nathan Lane,886,Richard E. Grant,554,The Nutcracker in 3DåÊ
Gary Ross,378,Jeff Bridges,12000,Michael Angarano,947,Michael O'Neill,599,SeabiscuitåÊ
Jan de Bont,101,Philip Seymour Hoffman,22000,Alan Ruck,946,Jami Gertz,848,TwisteråÊ
Rob Cohen,357,Paul Walker,23000,Vin Diesel,14000,Jordana Brewster,4000,The Fast and the FuriousåÊ
Robert Zemeckis,0,Tom Hanks,15000,Paul Sanchez,410,Nick Searcy,272,Cast AwayåÊ
George Miller,750,Robin Williams,49000,Hugh Jackman,20000,Elizabeth Daily,971,Happy FeetåÊ
Paul Greengrass,521,Matt Damon,13000,Joan Allen,805,Oksana Akinshina,129,The Bourne SupremacyåÊ
Wolfgang Petersen,249,Harrison Ford,11000,Gary Oldman,10000,Dean Stockwell,936,Air Force OneåÊ
Steven Soderbergh,0,Brad Pitt,11000,Bernie Mac,1000,Elliott Gould,471,Ocean's ElevenåÊ
Paul W.S. Anderson,545,Milla Jovovich,14000,Logan Lerman,8000,Orlando Bloom,5000,The Three MusketeersåÊ
Genndy Tartakovsky,266,Steve Buscemi,12000,Adam Sandler,11000,Jon Lovitz,11000,Hotel TransylvaniaåÊ
Kevin Lima,36,Jeff Bennett,283,Teala Dunn,142,Fred Tatasciore,118,EnchantedåÊ
,,Caroline Dhavernas,544,Scott Thompson,183,Hettienne Park,148,HannibalåÊ            
Daniel Espinosa,79,Denzel Washington,18000,Ryan Reynolds,16000,Sam Shepard,820,Safe HouseåÊ
Kevin Lima,36,Ioan Gruffudd,2000,Eric Idle,795,Jim Carter,439,102 DalmatiansåÊ
Brett Ratner,420,Matthew Broderick,2000,Gabourey Sidibe,906,Judd Hirsch,535,Tower HeiståÊ
Nancy Meyers,278,Kate Winslet,14000,Rufus Sewell,3000,Sarah Parish,213,The HolidayåÊ
Tony Scott,12000,Will Smith,10000,Jake Busey,660,Lisa Bonet,619,Enemy of the StateåÊ
Nancy Meyers,278,Meryl Streep,11000,Hunter Parrish,2000,Zoe Kazan,963,It's ComplicatedåÊ
Steven Soderbergh,0,Al Pacino,14000,Matt Damon,13000,Brad Pitt,11000,Ocean's ThirteenåÊ
Roger Allers,28,Jon Favreau,4000,Debra Messing,650,Jane Krakowski,624,Open SeasonåÊ
Neil Burger,168,Kate Winslet,14000,Theo James,5000,Mekhi Phifer,1000,DivergentåÊ
Jean-Jacques Annaud,218,Bob Hoskins,5000,Gabriel Thomson,35,Clemens Schick,29,Enemy at the GatesåÊ
Peter Berg,532,Dwayne Johnson,12000,Rosario Dawson,3000,Ewen Bremner,557,The RundownåÊ
John McTiernan,323,F. Murray Abraham,670,Tom Noonan,442,Joan Plowright,330,Last Action HeroåÊ
Rob Marshall,252,Li Gong,879,Mako,691,Karl Yune,210,Memoirs of a GeishaåÊ
Justin Lin,681,Amber Stevens West,584,Zachery Ty Bryan,227,Nikki Griffin,159,The Fast and the Furious: Tokyo DriftåÊ
Sarah Smith,6,Jim Broadbent,1000,Imelda Staunton,579,Michael Palin,561,Arthur ChristmasåÊ
Martin Brest,102,Anthony Hopkins,12000,Brad Pitt,11000,Jake Weber,551,Meet Joe BlackåÊ
Andrew Davis,99,Raymond Cruz,672,Rick Worthy,174,Jsu Garcia,172,Collateral DamageåÊ
Bob Fosse,189,Roy Scheider,813,Ben Vereen,388,Max Wright,87,All That JazzåÊ
Tarsem Singh,763,Julia Roberts,8000,Nathan Lane,886,Danny Woodburn,809,Mirror MirroråÊ
Edgar Wright,1000,Anna Kendrick,10000,Kieran Culkin,1000,Ellen Wong,719,Scott Pilgrim vs. the WorldåÊ
Jon Amiel,36,Glenn Morshower,894,TchÌ©ky Karyo,345,Rekha Sharma,106,The CoreåÊ
Peter Segal,88,Larry Miller,611,Janet Jackson,592,Chris Elliott,571,Nutty Professor II: The KlumpsåÊ
Raja Gosnell,67,Sarah Michelle Gellar,4000,Linda Cardellini,2000,Miguel A. NÌ¼Ì±ez Jr.,271,Scooby-DooåÊ
Pete Travis,38,Wood Harris,409,Jason Cope,107,Rakie Ayola,20,DreddåÊ
Frank Coraci,153,Adam Sandler,11000,Cameron Monaghan,1000,Julie Kavner,233,ClickåÊ
George A. Romero,0,Ted Danson,875,Hal Holbrook,826,Adrienne Barbeau,602,CreepshowåÊ
Brad Peyton,62,Jack McBrayer,975,Sean Hayes,760,Katt Williams,615,Cats & Dogs: The Revenge of Kitty GaloreåÊ
Doug Liman,218,Kristen Stewart,17000,Hayden Christensen,4000,Tom Hulce,521,JumperåÊ
Guillermo del Toro,0,Seth MacFarlane,3000,IvÌÁn KamarÌÁs,169,Brian Steele,160,Hellboy II: The Golden ArmyåÊ
David Fincher,21000,Robert Downey Jr.,21000,Jake Gyllenhaal,15000,Anthony Edwards,495,ZodiacåÊ
Roger Spottiswoode,55,Robert Duvall,3000,Michael Rapaport,975,Tony Goldwyn,956,The 6th DayåÊ
Tom Shadyac,293,Morgan Freeman,11000,Steve Carell,7000,Lisa Ann Walter,1000,Bruce AlmightyåÊ
Sylvester Stallone,13000,Jason Statham,26000,Sylvester Stallone,13000,Jet Li,5000,The ExpendablesåÊ
Brian De Palma,0,Tom Cruise,10000,Kristin Scott Thomas,1000,Vanessa Redgrave,898,Mission: ImpossibleåÊ
Gary Ross,378,Jennifer Lawrence,34000,Josh Hutcherson,14000,Anthony Reynolds,575,The Hunger GamesåÊ
Todd Phillips,480,Bradley Cooper,14000,Mason Lee,670,Mike Tyson,461,The Hangover Part IIåÊ
Tim Burton,13000,Michael Gough,920,Vincent Schiavelli,811,Andrew Bryniarski,390,Batman ReturnsåÊ
Tim Johnson,12,Bruce Willis,13000,Steve Carell,7000,Catherine O'Hara,925,Over the HedgeåÊ
Dean DeBlois,255,Tia Carrere,1000,Jason Scott Lee,533,David Ogden Stiers,443,Lilo & StitchåÊ
Gary Winick,56,Steve Buscemi,12000,Julia Roberts,8000,Oprah Winfrey,852,Charlotte's WebåÊ
Mimi Leder,75,Morgan Freeman,11000,Jon Favreau,4000,Robert Duvall,3000,Deep ImpactåÊ
Dean Parisot,23,Bruce Willis,13000,Anthony Hopkins,12000,Garrick Hagon,110,RED 2åÊ
Peter Segal,88,Adam Sandler,11000,Steve Reevis,437,Dalip Singh,421,The Longest YardåÊ
Mike Mitchell,31,Amy Poehler,1000,Jesse McCartney,1000,Lauren Gottlieb,733,Alvin and the Chipmunks: ChipwreckedåÊ
Dennis Dugan,221,Steve Buscemi,12000,Adam Sandler,11000,Jon Lovitz,11000,Grown Ups 2åÊ
Peter Segal,88,Bill Murray,13000,Dwayne Johnson,12000,Anne Hathaway,11000,Get SmartåÊ
Nancy Meyers,278,Keanu Reeves,18000,Jon Favreau,4000,Paul Michael Glaser,343,Something's Gotta GiveåÊ
Martin Scorsese,17000,Leonardo DiCaprio,29000,Joseph Sikora,223,Nellie Sciutto,163,Shutter IslandåÊ
Seth Gordon,91,Jon Favreau,4000,Robert Duvall,3000,Katy Mixon,982,Four ChristmasesåÊ
Chris Wedge,77,Jim Broadbent,1000,Drew Carey,311,Paula Abdul,208,RobotsåÊ
John Woo,610,Nicolas Cage,12000,CCH Pounder,1000,Joan Allen,805,Face/OffåÊ
Adam Shankman,163,Adam Sandler,11000,Carmen Electra,869,Kathryn Joosten,495,Bedtime StoriesåÊ
Sam Mendes,0,Tom Hanks,15000,Jennifer Jason Leigh,1000,Liam Aiken,818,Road to PerditionåÊ
Dennis Dugan,221,Adam Sandler,11000,Bailee Madison,3000,Kevin Nealon,503,Just Go with ItåÊ
,,Elden Henson,577,Royce Johnson,4,Charlie Cox,0,DaredevilåÊ            
Simon West,165,Steve Buscemi,12000,Monica Potter,878,Dave Chappelle,744,Con AiråÊ
D.J. Caruso,154,Rosario Dawson,3000,Ethan Embry,982,Cameron Boyce,915,Eagle EyeåÊ
