movie_title,num_critic_for_reviews,num_user_for_reviews
Star Wars: The Clone WarsåÊ            ,47,73
Skin TradeåÊ,66,38
The Lost BoysåÊ,147,339
Crazy HeartåÊ,273,226
The RoseåÊ,32,52
Baggage ClaimåÊ,52,41
BarbarellaåÊ,107,186
ShipwreckedåÊ,6,14
ElectionåÊ,175,441
The NamesakeåÊ,167,117
The DUFFåÊ,132,116
GlitteråÊ,66,308
The Haunting in Connecticut 2: Ghosts of GeorgiaåÊ,79,57
SilmidoåÊ,15,17
Bright StaråÊ,222,110
My Name Is KhanåÊ,210,235
FootlooseåÊ,60,113
All Is LoståÊ,346,312
LimboåÊ,46,140
Namastey LondonåÊ,15,47
The Wind That Shakes the BarleyåÊ,169,222
Yeh Jawaani Hai DeewaniåÊ,25,102
The Karate KidåÊ,81,235
Quo VadisåÊ,54,90
Repo! The Genetic OperaåÊ,147,259
Valley of the Wolves: IraqåÊ,16,159
Pulp FictionåÊ,215,2195
The Muppet MovieåÊ,63,92
NightcrawleråÊ,534,552
Club DreadåÊ,66,201
The Sound of MusicåÊ,119,406
SplashåÊ,43,99
Little Miss SunshineåÊ,270,889
Stand by MeåÊ,99,584
28 Days Later...åÊ,224,1441
You Got ServedåÊ,58,247
Escape from AlcatrazåÊ,53,142
Brown SugaråÊ,37,60
A Thin Line Between Love and HateåÊ,11,14
50/50åÊ,327,378
ShutteråÊ,135,148
CreepshowåÊ,127,211
That Awkward MomentåÊ,164,100
Modern ProblemsåÊ,14,48
KicksåÊ,6,6
Much Ado About NothingåÊ,41,165
On Her Majesty's Secret ServiceåÊ,143,452
The PlayeråÊ            ,9,25
New NightmareåÊ,109,271
Drive Me CrazyåÊ,59,147
Akeelah and the BeeåÊ,95,172
Half BakedåÊ,40,164
New in TownåÊ,121,78
SyrianaåÊ,358,625
American PsychoåÊ,288,1061
The Good GirlåÊ,107,298
Bon Cop Bad CopåÊ,28,90
The Boondock Saints II: All Saints DayåÊ,91,188
The City of Your Final DestinationåÊ,55,25
Enough SaidåÊ,231,142
Easy AåÊ,262,264
The InkwellåÊ,7,11
Shadow of the VampireåÊ,196,339
PromåÊ,83,32
The PallbeareråÊ,18,55
Held UpåÊ,11,34
Woman on TopåÊ,72,86
Howards EndåÊ,51,86
PreacheråÊ            ,18,85
AnomalisaåÊ,328,140
Another YearåÊ,248,141
8 WomenåÊ,128,162
Showdown in Little TokyoåÊ,45,102
Clay PigeonsåÊ,49,109
It's Kind of a Funny StoryåÊ,163,150
Made in DagenhamåÊ,163,73
When Did You Last See Your Father?åÊ,90,34
PrefontaineåÊ,23,37
The Wicked LadyåÊ,17,15
The Secret of KellsåÊ,118,71
Begin AgainåÊ,283,182
Down in the ValleyåÊ,74,110
Brooklyn RulesåÊ,41,48
RestlessåÊ,17,12
The Singing DetectiveåÊ,66,79
The Land GirlsåÊ,36,27
FidoåÊ,140,98
The Wendell Baker StoryåÊ,32,27
Wild TargetåÊ,68,86
PathologyåÊ,79,107
Wuthering HeightsåÊ            ,9,33
10th & WolfåÊ,26,34
Dear WendyåÊ,100,58
AloftåÊ,56,11
AkiraåÊ,150,430
The Death and Life of Bobby ZåÊ,30,31
The Rocket: The Legend of Rocket RichardåÊ,20,31
SwelteråÊ,21,24
My Lucky StaråÊ,11,2
Imagine Me & YouåÊ,85,149
Mr. ChurchåÊ,5,5
Swimming PoolåÊ,160,288
Green Street 3: Never Back DownåÊ,25,13
The Blood of HeroesåÊ,21,43
Code of HonoråÊ,15,14
Driving Miss DaisyåÊ,61,134
Soul FoodåÊ,34,30
Rumble in the BronxåÊ,62,81
Far from MenåÊ,102,19
Thank You for SmokingåÊ,239,323
Hostel: Part IIåÊ,252,384
An EducationåÊ,278,237
ShopgirlåÊ,124,268
The Hotel New HampshireåÊ,9,61
NarcåÊ,127,214
Men with BroomsåÊ,9,83
Witless ProtectionåÊ,35,20
The Work and the GloryåÊ,6,33
ExtractåÊ,192,106
Masked and AnonymousåÊ,51,95
Alias BettyåÊ,38,26
Code 46åÊ,133,150
Outside BetåÊ,4,3
CrashåÊ,287,1624
Albert NobbsåÊ,222,98
Black NovemberåÊ,6,4
Ta Ra Rum PumåÊ,16,37
PersepolisåÊ,242,158
The HoleåÊ,147,69
The WaveåÊ,93,96
The Neon DemonåÊ,253,73
Harry BrownåÊ,224,224
Spider-Man 3åÊ,392,1902
The Omega CodeåÊ,39,206
JunoåÊ,387,881
Pound of FleshåÊ,36,29
Diamonds Are ForeveråÊ,120,276
The GodfatheråÊ,208,2238
FlashdanceåÊ,51,128
500 Days of SummeråÊ,331,494
The PianoåÊ,83,241
Magic MikeåÊ,324,281
Darkness FallsåÊ,140,369
Live and Let DieåÊ,136,251
My Dog SkipåÊ,79,149
"Definitely, MaybeåÊ",160,168
Jumping the BroomåÊ,52,59
The Great GatsbyåÊ,490,753
"Good Night, and Good Luck.åÊ",351,526
CapoteåÊ,271,416
DesperadoåÊ,93,202
The ClaimåÊ,71,92
FargoåÊ            ,54,173
Logan's RunåÊ,112,242
The Man with the Golden GunåÊ,118,258
Action JacksonåÊ,35,65
The DescentåÊ,342,1100
Michael Jordan to the MaxåÊ,14,13
Devil's DueåÊ,137,120
Flirting with DisasteråÊ,50,105
The Devil's RejectsåÊ,261,687
Buffy the Vampire SlayeråÊ            ,96,665
DopeåÊ,180,89
In Too DeepåÊ,28,29
SkyfallåÊ,750,1498
House of 1000 CorpsesåÊ,202,922
Alien ZoneåÊ,8,21
A Serious ManåÊ,341,324
Get LowåÊ,160,97
WarlockåÊ,31,79
Beyond the LightsåÊ,71,37
A Single ManåÊ,281,247
The Last Temptation of ChriståÊ,114,308
Outside ProvidenceåÊ,72,100
Bride & PrejudiceåÊ,119,276
Rabbit-Proof FenceåÊ,74,249
Who's Your Caddy?åÊ,25,46
Split SecondåÊ,39,75
NikitaåÊ            ,27,83
The Other Side of HeavenåÊ,27,85
Dark AngelåÊ            ,11,160
Veer-ZaaraåÊ,29,119
RedbeltåÊ,158,119
CyrusåÊ,223,126
A Dog of FlandersåÊ,25,20
Auto FocusåÊ,97,147
Factory GirlåÊ,117,106
We Need to Talk About KevinåÊ,389,301
The Christmas CandleåÊ,9,34
The Mighty MacsåÊ,34,12
Losin' ItåÊ,7,16
Mother and ChildåÊ,161,65
March or DieåÊ,6,26
Les visiteursåÊ,16,78
SomewhereåÊ,301,198
I Hope They Serve Beer in HellåÊ,52,72
Chairman of the BoardåÊ,12,62
HesheråÊ,134,99
Dom HemingwayåÊ,151,66
GerryåÊ,103,290
The Heart of MeåÊ,39,25
FreeheldåÊ,133,25
The Extra ManåÊ,104,29
Hard to Be a GodåÊ,121,28
Ca$håÊ,27,38
Wah-WahåÊ,49,50
The Boondock SaintsåÊ,100,876
Z StormåÊ,12,1
TwixtåÊ,112,70
Snow QueenåÊ,10,9
Alpha and Omega 4: The Legend of the Saw Toothed CaveåÊ,2,6
Pale RideråÊ,38,138
Stargate: The Ark of TruthåÊ,18,42
Dazed and ConfusedåÊ,152,408
High School Musical 2åÊ,44,162
Two Lovers and a BearåÊ,6,6
Criminal ActivitiesåÊ,46,38
Aimee & JaguaråÊ,63,51
The ChumscrubberåÊ,74,129
ShadeåÊ,25,65
House at the End of the StreetåÊ,224,160
IncendiesåÊ,226,156
"Remember Me, My LoveåÊ",36,21
Perrier's BountyåÊ,54,31
Elite SquadåÊ,142,107
AnnabelleåÊ,271,291
Bran Nue DaeåÊ,33,31
Boyz n the HoodåÊ,64,183
La BambaåÊ,18,63
The Four SeasonsåÊ,6,33
Dressed to KillåÊ,121,201
The Adventures of Huck FinnåÊ,14,54
GoåÊ,137,418
Friends with MoneyåÊ,111,166
The Andromeda StrainåÊ,57,171
BatsåÊ,97,160
Nowhere in AfricaåÊ,73,84
ShameåÊ,486,375
Layer CakeåÊ,149,263
The Work and the Glory II: American ZionåÊ,4,21
The EaståÊ,200,119
A Home at the End of the WorldåÊ,84,135
AberdeenåÊ,28,35
The MessengeråÊ,217,92
TrackeråÊ,12,18
ControlåÊ,183,143
The TerminatoråÊ,204,692
Good Bye Lenin!åÊ,153,225
The Damned UnitedåÊ,145,75
The Return of the Living DeadåÊ,203,300
GomorrahåÊ            ,10,25
MallratsåÊ,93,434
GreaseåÊ,124,350
PlatoonåÊ,120,505
Fahrenheit 9/11åÊ,288,1416
Butch Cassidy and the Sundance KidåÊ,130,309
Mary PoppinsåÊ,145,259
Ordinary PeopleåÊ,62,283
Around the World in 80 DaysåÊ,188,191
West Side StoryåÊ,120,316
CaddyshackåÊ,71,250
The BrothersåÊ,52,43
The WoodåÊ,18,50
The Usual SuspectsåÊ,162,1182
A Nightmare on Elm Street 5: The Dream ChildåÊ,88,227
Van Wilder: Party LiaisonåÊ,96,258
The WrestleråÊ,391,547
Duel in the SunåÊ,32,87
Best in ShowåÊ,119,340
Escape from New YorkåÊ,201,284
School DazeåÊ,22,38
Daddy Day CampåÊ,52,32
Mr. Nice GuyåÊ,63,70
A Mighty WindåÊ,97,272
Mystic PizzaåÊ,34,73
War & PeaceåÊ            ,10,44
Sliding DoorsåÊ,88,278
Tales from the HoodåÊ,25,52
The Last King of ScotlandåÊ,252,351
Halloween 5åÊ,137,287
BernieåÊ,231,136
Dolphins and Whales 3D: Tribes of the OceanåÊ,9,5
PollockåÊ,115,148
200 CigarettesåÊ,67,182
The WordsåÊ,216,130
Casa de mi PadreåÊ,133,70
City IslandåÊ,149,101
The GuardåÊ,261,131
CollegeåÊ,42,78
The Virgin SuicidesåÊ,152,520
Little VoiceåÊ,64,160
Miss MarchåÊ,76,73
Wish I Was HereåÊ,149,93
Simply IrresistibleåÊ,35,190
Veronica MarsåÊ            ,47,315
Hedwig and the Angry InchåÊ,108,231
Only the StrongåÊ,17,50
Goddess of LoveåÊ,12,5
Shattered GlassåÊ,129,190
NovocaineåÊ,84,105
The Business of StrangersåÊ,61,78
The Wild BunchåÊ,147,287
The WacknessåÊ,147,75
The Great Train RobberyåÊ,23,50
Morvern CallaråÊ,75,111
Beastmaster 2: Through the Portal of TimeåÊ,17,16
The 5th QuarteråÊ,16,29
The Flower of EvilåÊ,60,36
The GreateståÊ,63,50
Snow Flower and the Secret FanåÊ,56,22
Come Early MorningåÊ,36,29
Lucky BreakåÊ,47,34
JuliaåÊ,38,44
"Surfer, DudeåÊ",26,37
Lake of FireåÊ,47,29
11:14åÊ,68,133
Men of WaråÊ,19,38
Don McKayåÊ,39,17
DeadfallåÊ,162,86
A Shine of RainbowsåÊ,37,19
The Hit ListåÊ,26,39
EmmaåÊ            ,10,50
VideodromeåÊ,179,228
L'auberge espagnoleåÊ,88,149
Song OneåÊ,43,21
Murder by NumbersåÊ,136,302
Winter in WartimeåÊ,111,37
Freaky DeakyåÊ,13,11
The TrainåÊ,64,124
Trade of InnocentsåÊ,6,8
The ProtectoråÊ,112,214
Stiff Upper LipsåÊ,12,21
The InbetweenersåÊ            ,15,42
Bend It Like BeckhamåÊ,161,438
Sunshine StateåÊ,68,81
CrossoveråÊ,25,36
Khiladi 786åÊ,23,31
[Rec] 2åÊ,222,148
Standing OvationåÊ,9,6
The StingåÊ,119,252
Chariots of FireåÊ,90,213
Diary of a Mad Black WomanåÊ,62,202
ShineåÊ,71,104
Don JonåÊ,364,314
High Plains DrifteråÊ,72,169
Ghost WorldåÊ,122,488
IrisåÊ,100,144
GalaxinaåÊ,24,44
The ChorusåÊ,112,110
Mambo ItalianoåÊ,67,67
WonderlandåÊ,91,153
Do the Right ThingåÊ,103,418
Harvard ManåÊ,27,69
Le HavreåÊ,205,41
IrreversibleåÊ,192,664
R100åÊ,72,12
Rang De BasantiåÊ,33,321
AnimalsåÊ,22,8
Salvation BoulevardåÊ,48,31
The TenåÊ,65,117
A Room for Romeo BrassåÊ,29,47
HeadhuntersåÊ,284,121
GrabbersåÊ,187,70
Saint RalphåÊ,47,52
Miss JulieåÊ,88,14
Somewhere in TimeåÊ,41,249
Dum Maaro DumåÊ,24,27
Insidious: Chapter 2åÊ,318,269
Saw IIåÊ,250,864
10 Cloverfield LaneåÊ,411,440
Jackass: The MovieåÊ,106,327
Lights OutåÊ,159,95
Paranormal Activity 3åÊ,251,314
OuijaåÊ,183,159
A Nightmare on Elm Street 3: Dream WarriorsåÊ,131,311
The GiftåÊ,297,279
Instructions Not IncludedåÊ,41,81
Paranormal Activity 4åÊ,248,247
The RobeåÊ,42,69
The Return of the Pink PantheråÊ,33,73
Freddy's Dead: The Final NightmareåÊ,91,252
MonsteråÊ,185,533
"20,000 Leagues Under the SeaåÊ",69,108
Paranormal Activity: The Marked OnesåÊ,220,155
The Elephant ManåÊ,117,356
Dallas Buyers ClubåÊ,471,340
The Lazarus EffectåÊ,152,126
MementoåÊ,274,2067
OculusåÊ,336,339
Clerks IIåÊ,174,472
Billy ElliotåÊ,151,433
The Way Way BackåÊ,276,216
House Party 2åÊ,12,11
The Man from Snowy RiveråÊ,18,56
Doug's 1st MovieåÊ,28,18
The ApostleåÊ,95,157
Mommie DeareståÊ,74,161
Our Idiot BrotheråÊ,179,115
RaceåÊ,125,49
The Players ClubåÊ,22,26
OåÊ,92,153
"As Above, So BelowåÊ",196,211
AddictedåÊ,9,33
Eve's BayouåÊ,31,209
Still AliceåÊ,309,195
The EgyptianåÊ,15,67
NighthawksåÊ,36,107
Friday the 13th Part VIII: Jason Takes ManhattanåÊ,129,291
My Big Fat Greek WeddingåÊ,168,756
Spring BreakersåÊ,444,561
Halloween: The Curse of Michael MyersåÊ,123,335
Y Tu MamÌÁ TambiÌ©nåÊ,173,385
Shaun of the DeadåÊ,246,859
The Haunting of Molly HartleyåÊ,74,113
Lone StaråÊ,68,173
Halloween 4: The Return of Michael MyersåÊ,144,374
April Fool's DayåÊ,96,125
DineråÊ,42,87
Lone Wolf McQuadeåÊ,29,65
Apollo 18åÊ,228,323
Sunshine CleaningåÊ,195,134
No EscapeåÊ,203,214
The BeastmasteråÊ,44,87
Solomon and ShebaåÊ,14,33
Fifty Shades of BlackåÊ,59,53
Not Easily BrokenåÊ,45,21
A Farewell to ArmsåÊ,42,46
The Perfect MatchåÊ,12,9
Digimon: The MovieåÊ,29,65
Saved!åÊ,121,324
The Barbarian InvasionsåÊ,135,166
Robin and MarianåÊ,27,90
The ForsakenåÊ,56,131
Force 10 from NavaroneåÊ,22,80
UHFåÊ,59,198
Grandma's BoyåÊ,61,202
Slums of Beverly HillsåÊ,60,79
Once Upon a Time in the WeståÊ,164,565
MadeåÊ,81,165
MoonåÊ,415,485
Keeping Up with the SteinsåÊ,43,41
Sea Rex 3D: Journey to a Prehistoric WorldåÊ,7,4
The Sweet HereafteråÊ,120,196
Of Gods and MenåÊ,195,89
Bottle ShockåÊ,109,89
Jekyll and Hyde... Together AgainåÊ,21,32
Heavenly CreaturesåÊ,93,265
90 Minutes in HeavenåÊ,12,29
Everything Must GoåÊ,155,86
Zero EffectåÊ,81,151
The MachiniståÊ,204,458
Light SleeperåÊ,19,39
Kill the MessengeråÊ,163,99
Rabbit HoleåÊ,248,144
Party MonsteråÊ,39,158
Green RoomåÊ,322,125
The Oh in OhioåÊ,50,56
Atlas Shrugged: Who Is John Galt?åÊ,12,56
Bottle RocketåÊ,83,184
Albino AlligatoråÊ,37,69
"Gandhi, My FatheråÊ",16,25
Standard Operating ProcedureåÊ,121,22
Out of the BlueåÊ,24,27
Tucker and Dale vs EvilåÊ,324,200
"Lovely, StillåÊ",27,15
TycoonåÊ,9,23
Desert BlueåÊ,31,28
DecoysåÊ,35,66
The VisitåÊ,371,455
RedactedåÊ,133,108
FascinationåÊ,13,44
Saving GraceåÊ            ,9,47
Area 51åÊ,56,55
Sleep TightåÊ,191,48
The CottageåÊ,80,82
Dead Like Me: Life After DeathåÊ,19,80
Farce of the PenguinsåÊ,19,47
Flying ByåÊ,,2
PsychåÊ            ,38,127
RudderlessåÊ,44,60
Henry & MeåÊ,3,1
Christmas EveåÊ,6,15
We Have Your HusbandåÊ,,3
Dying of the LightåÊ,64,47
Born of WaråÊ,8,3
Capricorn OneåÊ,64,153
Should've Been RomeoåÊ,2,2
Running ForeveråÊ,,
Yoga HosersåÊ,35,4
Navy Seals vs. ZombiesåÊ,21,14
I Served the King of EnglandåÊ,99,27
Soul KitchenåÊ,115,26
Sling BladeåÊ,104,309
The AwakeningåÊ,195,112
HostelåÊ,303,1516
Tristram Shandy: A Cock and Bull StoryåÊ,122,123
Take ShelteråÊ,359,219
Lady in WhiteåÊ,130,69
Driving LessonsåÊ,64,70
Let's Kill Ward's WifeåÊ,13,11
The Texas Chainsaw Massacre 2åÊ,159,258
Pat Garrett & Billy the KidåÊ,54,106
Only God ForgivesåÊ,440,475
Camping sauvageåÊ,7,6
Without MenåÊ,4,12
BarfiåÊ,1,1
Dear FrankieåÊ,96,182
All HatåÊ,8,8
The Names of LoveåÊ,87,21
Treading WateråÊ,10,3
Savage GraceåÊ,121,65
Out of the BlueåÊ,43,22
Police AcademyåÊ,45,133
The Blue LagoonåÊ,36,140
Four Weddings and a FuneralåÊ,84,197
Fast Times at Ridgemont HighåÊ,118,228
Moby DickåÊ,42,115
25th HouråÊ,202,454
Secrets and LiesåÊ            ,5,27
BoundåÊ,120,208
Requiem for a DreamåÊ,234,1916
State FairåÊ,17,55
TangoåÊ,35,40
SalvadoråÊ,48,89
Moms' Night OutåÊ,49,125
Donnie DarkoåÊ,283,2110
Saving Private PerezåÊ,16,14
CharacteråÊ,54,68
SpunåÊ,92,199
Life During WartimeåÊ,159,37
Lady VengeanceåÊ,202,131
Mozart's SisteråÊ,50,17
Mean MachineåÊ,54,84
ExiledåÊ,98,26
BlackthornåÊ,92,40
Lilya 4-EveråÊ,112,206
After.LifeåÊ,138,137
FuglyåÊ,9,7
One Flew Over the Cuckoo's NeståÊ,149,760
R.L. Stine's Monsterville: The Cabinet of SoulsåÊ,5,4
Silent MovieåÊ,39,61
AirliftåÊ,39,178
Anne of Green GablesåÊ            ,2,74
Falcon RisingåÊ,29,32
The SweeneyåÊ,111,99
Sexy BeaståÊ,149,346
Easy MoneyåÊ,90,25
Whale RideråÊ,149,346
PaaåÊ,12,49
CargoåÊ,64,62
PanåÊ,256,186
High School MusicalåÊ,57,726
Animal KingdomåÊ            ,8,23
Love and Death on Long IslandåÊ,50,48
Night WatchåÊ,232,310
The Crying GameåÊ,63,148
Porky'såÊ,75,152
Survival of the DeadåÊ,274,159
Night of the Living DeadåÊ,284,580
Lost in TranslationåÊ,265,1848
Annie HallåÊ,154,491
The Greatest Show on EarthåÊ,44,107
Exodus: Gods and KingsåÊ,314,657
Monster's BallåÊ,153,522
MaggieåÊ,256,200
Leaving Las VegasåÊ,123,286
Hansel & Gretel Get BakedåÊ,46,11
The Return of the Living DeadåÊ,203,300
The Front PageåÊ,34,50
The Boy Next DooråÊ,149,131
TrapezeåÊ,20,35
Saving GraceåÊ            ,9,47
The Kids Are All RightåÊ,323,291
They LiveåÊ,172,333
The Great EscapeåÊ,111,301
What the #$*! Do We (K)now!?åÊ,74,486
The Last Exorcism Part IIåÊ,161,68
BoyhoodåÊ,548,836
ScoopåÊ,177,248
Planet of the ApesåÊ,230,1368
The WashåÊ,27,38
3 StrikesåÊ,22,10
The CooleråÊ,157,215
The MisfitsåÊ,70,121
The Night ListeneråÊ,125,156
The Jerky BoysåÊ,10,37
My Soul to TakeåÊ,160,136
The OrphanageåÊ,300,308
A Haunted House 2åÊ,69,48
The Rules of AttractionåÊ,143,425
TopazåÊ,50,89
Let's Go to PrisonåÊ,46,58
Four RoomsåÊ,51,177
SecretaryåÊ,163,390
The Real CancunåÊ,52,62
Talk RadioåÊ,40,78
Waiting for GuffmanåÊ,50,202
Love StinksåÊ,45,85
You Kill MeåÊ,121,76
ThumbsuckeråÊ,114,91
Red StateåÊ,270,287
MirrormaskåÊ,116,151
SamsaraåÊ,115,69
The BarbariansåÊ,15,35
The Art of Getting ByåÊ,122,71
ZipperåÊ,35,20
Poolhall JunkiesåÊ,41,113
The Loss of Sexual InnocenceåÊ,31,70
Holy MotorsåÊ,332,110
JoeåÊ,232,118
Shooting FishåÊ,43,53
PrisonåÊ,68,38
Psycho Beach PartyåÊ,51,93
The Big TeaseåÊ,33,31
"Buen DÌ_a, RamÌ_nåÊ",26,7
TruståÊ,109,137
An Everlasting PieceåÊ,34,26
Among GiantsåÊ,31,26
AdoreåÊ,141,87
The Velocity of GaryåÊ,19,40
Mondays in the SunåÊ,64,38
Stake LandåÊ,215,141
Sonny with a ChanceåÊ            ,5,47
The Last Time I Committed SuicideåÊ,12,28
Futuro BeachåÊ,70,10
Another Happy DayåÊ,46,42
A Lonely Place to DieåÊ,135,97
NothingåÊ,38,50
The Geographer Drank His Globe AwayåÊ,8,3
1776åÊ,34,129
InescapableåÊ,36,20
Hell's AngelsåÊ,35,53
Purple VioletsåÊ,6,19
The VeilåÊ,39,29
The Loved OnesåÊ,182,104
No VacancyåÊ,14,21
How to Fall in LoveåÊ,3,4
The Perfect WaveåÊ,3,15
Ben-HuråÊ,1,1
A Man for All SeasonsåÊ,62,167
NetworkåÊ,161,317
Gone with the WindåÊ,157,706
Desert DanceråÊ,31,10
Major DundeeåÊ,53,67
Down for LifeåÊ,1,6
Annie Get Your GunåÊ,21,90
Four LionsåÊ,246,148
House of SandåÊ,42,35
DefendoråÊ,78,90
The PirateåÊ,41,54
The Good HeartåÊ,61,14
The History BoysåÊ,112,172
UnknownåÊ,349,332
M*A*S*HåÊ            ,55,147
Midnight CowboyåÊ,88,334
The Full MontyåÊ,122,174
Airplane!åÊ,134,427
Chain of CommandåÊ,11,14
FridayåÊ,20,157
Menace II SocietyåÊ,28,96
EmpireåÊ            ,22,92
Creepshow 2åÊ,95,118
The Ballad of Cable HogueåÊ,31,62
In Cold BloodåÊ,79,128
The Nun's StoryåÊ,25,83
HarperåÊ,22,74
FrenzyåÊ,110,199
The WitchåÊ,425,452
I Got the Hook UpåÊ,19,38
She's the OneåÊ,43,98
Gods and MonstersåÊ,127,229
The Secret in Their EyesåÊ,262,231
Day of the DeadåÊ,184,419
TrainåÊ,33,52
Evil Dead IIåÊ,252,537
Pootie TangåÊ,31,131
SharknadoåÊ,139,236
La otra conquistaåÊ,39,494
TrollhunteråÊ,337,199
Ira & AbbyåÊ,30,24
The WatchåÊ,265,207
Winter PassingåÊ,50,53
D.E.B.S.åÊ,50,135
The Masked SaintåÊ,9,15
The BetrayedåÊ,15,11
TaxmanåÊ,5,20
The SecretåÊ            ,1,4
2:13åÊ,4,12
"Batman: The Dark Knight Returns, Part 2åÊ",44,55
Time to ChooseåÊ,6,2
In the Name of the King: The Last JobåÊ,17,10
Wicked BloodåÊ,7,10
Dawn PatrolåÊ,9,13
Lords of LondonåÊ,3,18
High AnxietyåÊ,55,102
March of the PenguinsåÊ,169,331
Margin CallåÊ,290,225
AuguståÊ,10,13
ChokeåÊ,159,72
WhiplashåÊ,535,731
City of GodåÊ,214,749
Human TrafficåÊ,47,160
Day OneåÊ,17,13
The Dead GirlåÊ,85,73
The HuntåÊ,349,249
A Christmas StoryåÊ,109,458
BellaåÊ,60,174
Class of 1984åÊ,101,75
The Opposite SexåÊ,1,3
Dreaming of Joseph LeesåÊ,16,18
The ClassåÊ,212,86
Rosemary's BabyåÊ,215,447
The Man Who Shot Liberty ValanceåÊ,107,214
AdamåÊ,122,70
Maria Full of GraceåÊ,155,172
BeginnersåÊ,261,142
FeaståÊ,130,252
Animal HouseåÊ,94,257
GoldfingeråÊ,164,418
AntiviralåÊ,188,47
It's a Wonderful LifeåÊ,206,706
TrainspottingåÊ,134,514
The Original Kings of ComedyåÊ,53,83
Paranormal Activity 2åÊ,264,359
Waking Ned DevineåÊ,94,213
Bowling for ColumbineåÊ,215,888
Coming HomeåÊ,85,20
A Nightmare on Elm Street 2: Freddy's RevengeåÊ,138,327
A Room with a ViewåÊ,55,94
The PurgeåÊ,361,578
SinisteråÊ,411,524
Martin Lawrence Live: RunteldatåÊ,24,35
Cat on a Hot Tin RoofåÊ,70,141
Beneath the Planet of the ApesåÊ,78,150
Air BudåÊ,35,34
PokÌ©mon 3: The MovieåÊ,39,55
Jason Lives: Friday the 13th Part VIåÊ,158,307
The Bridge on the River KwaiåÊ,122,273
Spaced InvadersåÊ,16,54
Family PlotåÊ,67,111
The ApartmentåÊ,183,241
Jason Goes to Hell: The Final FridayåÊ,112,317
Torn CurtainåÊ,64,137
Dave Chappelle's Block PartyåÊ,114,72
Slow WeståÊ,246,88
Krush GrooveåÊ,7,16
Next Day AiråÊ,49,20
Elmer GantryåÊ,42,81
Judgment at NurembergåÊ,73,176
Trippin'åÊ,16,8
Robot ChickenåÊ            ,38,75
Red RiveråÊ,91,162
Phat GirlzåÊ,37,101
Before MidnightåÊ,405,270
Teen Wolf TooåÊ,29,65
Phantasm IIåÊ,81,100
Woman Thou Art LoosedåÊ,17,23
Real Women Have CurvesåÊ,75,109
Deadline GallipoliåÊ            ,,1
WateråÊ,91,147
East Is EaståÊ,82,161
WhippedåÊ,48,81
Kama Sutra: A Tale of LoveåÊ,33,92
Please GiveåÊ,133,53
Willy Wonka & the Chocolate FactoryåÊ,104,349
Warlock: The ArmageddonåÊ,22,49
8 Heads in a Duffel BagåÊ,30,49
Days of HeavenåÊ,112,181
Thirteen Conversations About One ThingåÊ,79,115
JawbreakeråÊ,49,183
BasquiatåÊ,42,78
Frances HaåÊ,345,139
TsotsiåÊ,152,177
HappinessåÊ,148,499
DysFunktional FamilyåÊ,23,14
TuskåÊ,254,261
OldboyåÊ,305,809
Letters to GodåÊ,19,65
Hobo with a ShotgunåÊ,272,230
CompadresåÊ,5,8
FreewayåÊ,65,196
Love's Abiding JoyåÊ,5,18
Fish TankåÊ,248,112
Damsels in DistressåÊ,152,54
CreatureåÊ            ,10,33
BacheloretteåÊ,156,129
BrainDeadåÊ            ,7,28
Brave New GirlåÊ,1,27
Tim and Eric's Billion Dollar MovieåÊ,82,71
The GambleråÊ,175,145
The GrandåÊ            ,4,20
Summer StormåÊ,40,56
Fort McCoyåÊ,8,8
Chain LetteråÊ,63,48
Just LookingåÊ,20,25
The DivideåÊ,174,226
The EclipseåÊ,90,31
DemonicåÊ,58,39
My Big Fat Independent MovieåÊ,14,24
Alice in WonderlandåÊ,451,736
The DeportedåÊ,,1
Tanner HallåÊ,21,14
Open RoadåÊ,9,9
They Came TogetheråÊ,98,85
30 Nights of Paranormal Activity with the Devil Inside the Girl with the Dragon TattooåÊ,29,13
Never Back Down 2: The BeatdownåÊ,23,30
Point BlankåÊ,87,128
Four Single FathersåÊ,2,1
Enter the Dangerous MindåÊ,17,9
Something WickedåÊ,7,15
AWOL-72åÊ,6,8
IguanaåÊ,9,9
CinderellaåÊ,343,323
Chicago OvercoatåÊ,11,14
Barry MundayåÊ,34,20
Central StationåÊ,71,257
Pocketful of MiraclesåÊ,21,40
Close RangeåÊ,28,31
Boynton Beach ClubåÊ,35,27
AmnesiacåÊ,30,15
FreakonomicsåÊ,73,23
The OmenåÊ,154,310
High TensionåÊ,251,539
Griff the InvisibleåÊ,57,32
UnnaturalåÊ,14,17
Hustle & FlowåÊ,159,206
Some Like It HotåÊ,181,350
Friday the 13th Part VII: The New BloodåÊ,110,270
The Wizard of OzåÊ,213,533
Young FrankensteinåÊ,129,315
Diary of the DeadåÊ,280,332
Lage Raho Munna BhaiåÊ,15,106
Ulee's GoldåÊ,61,57
The Black StallionåÊ,33,90
Sardaar JiåÊ,1,8
Journey to SaturnåÊ,2,6
Donovan's ReefåÊ,27,65
The DressåÊ,19,5
A Guy Named JoeåÊ,9,27
Blazing SaddlesåÊ,121,363
Friday the 13th: The Final ChapteråÊ,166,326
IdaåÊ,269,123
MauriceåÊ,29,69
Beer LeagueåÊ,20,53
The Astronaut's WifeåÊ,107,260
